source_airport,destination_airport
ESB,BEG
LAS,BLI
PDX,HNL
ZUH,PVG
AMM,MAD
MCI,LAS
MVD,GRU
IEV,VLC
NAN,SYD
YUL,YBG
BOS,CAK
ATL,OMA
YYZ,YUL
LYS,MXP
ACE,SVQ
NKG,CSX
BAV,PEK
STL,YYZ
RDU,ATL
LHR,PHL
MTY,ORD
ATL,LOS
CLE,DFW
CGQ,TNA
CLT,PIT
JFK,EZE
DME,TIV
BRU,DKR
FUK,DLC
MRS,PMI
SHJ,KHI
BLR,VTZ
YZF,YCB
HND,KIX
HKT,OVB
BCN,FUE
YYC,NRT
PKU,SIN
FAO,ORK
MFM,SIN
XMN,TNA
WDH,LUD
IMT,RHI
PHL,DFW
SIN,WUH
GVA,LIS
ADD,DXB
TPE,SIN
ZRH,IST
MKE,BOS
CVG,BWI
CGO,JJN
JMU,PEK
KWE,JJN
YNJ,TAO
BRE,TFS
CEB,PUS
SAW,TZX
TXL,FMM
ALC,BVA
USM,PEN
LGA,CHS
SAN,BOI
NCE,HAM
SVO,KZN
IAH,SAT
AKL,NRT
BHX,TFS
FLR,MAD
AMM,DXB
PAP,JFK
ANU,CLT
STN,GDN
CGK,AMQ
MAD,FRA
TAO,CGO
MZT,LAX
ORY,DJE
SGN,HKG
LPA,SVQ
KJA,IKT
MPL,FCO
DCA,FLL
SHJ,LHE
MIA,NAS
JFK,LHR
CAI,KWI
KEF,BGO
AMS,SFO
SZX,DAX
LHR,ATL
PNH,SIN
CGQ,CKG
OSL,AMS
MEM,IND
CGN,OLB
BOM,MCT
CRL,TPS
JOG,BPN
SAN,ORD
KWE,HGH
AMS,FLR
IKA,LHR
ASW,CAI
CLT,ATL
TAS,NRT
GUC,DEN
TNA,LHW
AMS,HRE
DME,MAD
BKK,AMM
SIN,PER
PHX,LHR
SKG,ATH
LPA,ZRH
GIG,CWB
FNC,ZRH
VIE,BCN
CPH,TXL
ISC,LEQ
MEX,TAM
GRU,VIX
POS,PBM
DUS,RHO
DTW,BDL
CJJ,CJU
YYT,YYR
SZG,FRA
ATL,LIT
BOG,CTG
MLM,DFW
CMH,PHX
WRO,BRU
CFU,FRA
CIA,AHO
FCO,ATL
YQX,YYR
BAQ,BOG
YUL,MIA
WUH,JJN
ORY,LPA
SWA,NGB
PHX,ONT
FOC,TAO
AKL,TRG
CCU,HKG
CGH,SSA
FLL,GUA
BHY,CGO
BLQ,TIA
JGN,LHW
JOG,PKU
SVO,WAW
PRG,TLV
XMN,NAY
XIY,TNA
MEL,AUH
HER,MUC
MVD,SCL
CLO,GYE
TNA,SHE
TIJ,NRT
KJA,DME
FEN,REC
PEK,JJN
FRA,DEL
XUZ,TPE
ONQ,DTM
DMK,CJM
MEX,DGO
TYN,HKG
RUH,MAA
ATL,DCA
UEO,OKA
SFB,SBN
SYX,CKG
DCA,ROC
OZZ,ORY
SFO,YYJ
CKG,WNZ
GYD,SCO
RIX,AMS
COO,BKO
MDW,LUK
MIA,SAP
ATH,JTY
IAD,DAY
TPE,YNZ
LTN,REU
ASR,DUS
CAN,JJN
SVU,SUV
ORD,ATL
CPH,AES
PEK,AUH
DUS,LED
FLR,LCY
DME,GRV
REU,NCL
WAW,PRG
PVD,BWI
BRU,SXB
TPE,ROR
NQN,MDZ
AMM,JED
YVR,ICN
LGA,PHL
PDX,LMT
CUN,ATL
AMS,LIS
UVF,LGW
TJM,SLY
CTU,JZH
DFW,GRR
SGU,SLC
EYK,SVX
SLC,LGB
DUS,TRN
STL,DEN
MEX,NLD
DIY,ADB
MNL,KUL
BCN,CMN
YUL,JFK
SDU,SJK
KMG,LLF
BRI,VLC
PUS,XIY
IST,TUN
SYD,PQQ
YTQ,YVP
LGW,AGA
CXI,NAN
XTG,CMA
CKG,XIY
KOJ,PVG
YUL,YSJ
TUN,ALG
PRG,MXP
PDL,AMS
TAO,JMU
MDW,DTW
TRZ,MAA
TLS,AMS
EUG,DEN
MCO,LGW
KIX,BKK
CGO,TSN
VIE,HER
MRS,BOD
PHX,TPA
IAH,LHR
DXB,ADE
KIX,CTS
AGP,ORY
SAN,LAS
YXL,YER
BZV,LBV
JNB,FRA
DTW,DFW
PRG,MAN
SAL,EWR
MSY,JFK
LUM,KMG
ELP,DFW
CTA,MXP
MRS,ALG
CGK,PDG
DFW,ATL
YVR,PVG
MUC,JFK
PDX,OGG
SAN,BLI
TER,PIX
UPG,BPN
BOM,LKO
FNC,STR
HKG,SHA
NGS,FUJ
LHR,VIE
NGB,XMN
MXP,LGW
SLU,FDF
BWI,DTW
GIG,JPA
SRG,BDJ
CKG,NGB
IAH,SFO
DUB,ATH
FRA,TLV
OVD,AGP
PEN,KUL
SAW,DIY
CPH,ZAG
MPL,CDG
ALC,NCL
FCO,GOT
ESB,FRA
TSN,KHH
MYU,BET
RHO,FRA
DXB,DUR
MAB,BEL
NNG,XMN
LYS,GOT
PTY,MIA
RAK,BOD
CAY,PBM
KIX,OOL
HJJ,CSX
BRS,ALC
TFS,BSL
AUH,PVG
OSL,MUC
TAM,VER
ATL,ORD
PMO,SVO
FOC,CSX
DLC,PVG
SJO,GUA
JNB,SEZ
CZX,SZX
SCQ,BRU
OBU,ABL
TFS,CRL
SHJ,PEW
JNB,LOS
AGP,MAN
DPS,CGK
TAM,MEX
HGH,HKG
LPB,VVI
IST,KZN
TRV,MCT
CSG,ATL
TAE,PVG
KUL,BDO
IAH,LGA
BZO,FCO
IAH,LOS
LEJ,BRE
JUB,ADD
NTL,OOL
ONT,SMF
ADQ,ANC
DXB,KUF
MSP,PHX
SKG,AMS
CTS,SDJ
ESB,BGW
CLT,EWN
PNS,ORD
YVR,YBL
CKG,SZX
ATL,LAX
PVG,MXP
VLI,BNE
VIE,ARN
UIO,BOG
NGO,NRT
ORD,SLC
TRG,AKL
RHO,AMS
AUY,TAH
MEL,PER
LUX,ARN
GDL,REX
CPH,OSL
MRS,NDR
HEL,VIE
YYR,YRG
GLA,MCO
SAT,MEM
YPM,YHP
CEB,ICN
SKG,CGN
ORY,ESU
CDG,ABV
JJN,NNG
CJU,KIX
ATL,MLI
KJA,LBD
BWI,ORF
TLL,RIX
ESB,IST
MAN,FAO
LED,VOZ
ATL,SAN
ATL,FCO
LED,AAQ
KIV,MXP
ATH,BEG
SCQ,BCN
BMW,AZR
YUL,BRU
VNO,FRA
UTH,DMK
TYN,HFE
LGA,STL
ECN,SAW
ADZ,BOG
EZE,GIG
AUH,IST
ADD,LHR
NGB,CGO
SZX,LLF
UUD,PEK
LFW,GIG
BSL,PMI
DTM,ADB
LHR,YOW
VIE,STR
BCN,EZE
CPH,AMS
ARK,ZNZ
CRL,TRS
ATL,FLL
HER,ORY
PUS,SGN
LAS,LHR
GCM,YYZ
ABA,SVO
ORY,BKO
BVA,VNO
KSQ,TAS
VIE,CTA
EIN,BCN
PQQ,LDH
PEK,FOC
PEK,ALG
PHX,SAN
LEJ,STN
LGW,ANU
DLC,CGO
MIA,POS
ALG,LYS
HAJ,MAN
REC,SSA
KIH,DXB
ORD,ANC
SFO,JFK
SIN,TAS
TFN,ORY
DME,TJU
ORY,IKA
CAI,ATH
SVX,OVB
YCU,LHW
LGW,FUE
BOG,APO
MIA,CLT
SYX,ZUH
BLR,DEL
FDH,ZAD
IAH,SAP
CZX,CKG
YDP,YYR
SVO,REN
NTL,BNE
NKG,SHE
ZRH,IAD
CIY,HHN
GRQ,MST
PEK,JXA
MEX,MIA
VKO,AER
TIU,WLG
PBI,CLT
SCL,MIA
ATL,DAY
ADE,CAI
CJC,ANF
CMN,NIM
CSX,YTY
HGU,MAG
KUN,CIY
PEG,OTP
LJU,TGD
ZKG,YNA
KWI,CMB
DTW,EVV
LTN,TFS
LPA,PSA
BKO,COO
SFO,YYC
AMM,CDG
ZAH,GBT
PMO,BLQ
BHM,TPA
PEK,CJU
IST,TAS
SSA,MIA
WLH,SON
TOS,SOJ
DME,BTK
POM,MAG
MNL,LHR
MSY,MDW
YQR,YEG
IST,MSQ
BCN,CDG
IAD,YYZ
MAD,DKR
MCO,EWR
CHC,OOL
CUN,YVR
LCY,VCE
DLC,NRT
VNO,LED
MSP,PHX
AMS,LHR
RAK,TLS
YOG,YFH
DOM,STT
LIT,HOU
LGA,RDU
MEX,HMO
AAE,ORY
PTY,VVI
BTH,SUB
SON,SLH
AUS,JFK
XNN,TSN
YLH,YFH
DLM,IST
PDX,SFO
JFK,MAD
IAD,MIA
LHR,DTW
LAX,PHX
ATM,BEL
TIP,TUN
CGP,MCT
UMD,JQA
YYQ,YWG
ATH,GVA
GRQ,PMI
CKG,KMG
IVC,CHC
CTU,HKG
YNT,HRB
KUL,REP
KHV,DYR
TAC,MNL
MEX,TIJ
YNT,SZX
YHZ,ORD
PLS,NAS
HET,TSN
HRL,AUS
BNA,EWR
POA,VCP
YXL,YQT
LIH,HNL
SIN,MYY
MAD,PEK
WUH,KWE
NRT,HKG
HSV,ORD
BEL,BSB
IAD,FCO
XMN,SYX
FRA,TSE
PEK,CTU
DFW,CLL
PVR,YEG
TAE,CJU
ATL,BWI
SKG,STR
MUC,CAI
CDG,CAN
XUZ,HKG
NJF,SHJ
TAO,TYN
PTP,SBH
LPL,PMI
YGJ,NRT
ABJ,OUA
MEL,CNS
DAR,NBO
KHH,NRT
MIA,LGA
YKS,IKT
BRS,RZE
BCN,NCE
BOM,JAI
MDC,TTE
BCN,ATH
MEX,MTY
FUE,SXF
HER,BRS
CGK,SIN
MEX,MUC
HAV,SCU
GVA,ZRH
GIG,IGU
LAS,SDF
DFW,GJT
KMG,KUL
SOF,LHR
CGK,JED
NCL,PMI
ORD,PDX
IAH,LHR
BHM,DAL
SDU,SJK
MAD,VVI
IND,DFW
CZX,HRB
DSK,PEW
BHX,TXL
CGQ,INC
SAW,SJJ
PEK,SEA
CSX,XMN
MSP,JFK
SFO,CPH
STT,ATL
YUL,MEX
CAI,SHJ
DLC,PEK
KWI,DMM
GRR,MSP
LTN,FAO
EDL,NBO
GYE,CUE
CPT,DUR
DKR,DXB
FRA,PDL
HAV,SCU
JFK,LCY
MDE,CLO
FNC,VIE
KVG,RAB
BRU,LGW
ARN,ZRH
BOD,GVA
SVX,OVB
RUH,MNL
LIR,PTY
IND,CUN
BKK,CNX
ORD,MAD
BAV,SHE
NKM,KIJ
XIY,NNG
KHH,TSN
EZE,USH
CRL,TGD
EUG,LAX
ROK,BNE
NAY,DSN
HBA,BNE
FCO,TUN
JRO,DAR
IBZ,LGW
TFS,MAN
MCO,SLC
PYJ,DME
IND,ATL
CGN,SJJ
CSX,JJN
RTB,TGU
CGN,NCE
DWC,KUF
MAN,IBZ
WNZ,SZX
AYQ,CNS
TET,JNB
DCA,DEN
BRU,SCQ
KUL,RGN
TXL,CPH
ACE,ZAZ
CVG,YYZ
LPA,VLC
ESB,DIY
ADL,DRW
FDF,ORY
KHI,AUH
YQB,PUJ
DEN,MEX
KWL,ICN
FOC,CSX
HTA,IKT
SJU,CPX
MCO,YHZ
ATL,LIR
ATL,CUN
WUH,KMG
GRU,NVT
SAW,MXP
ALB,ATL
SCL,IQQ
ICN,NRT
HMI,CGO
DTW,PHL
JPA,SSA
NCU,DME
BSR,AMM
LGA,DFW
MKE,DCA
KOW,PEK
GRU,GYN
DLM,NCL
NRN,SUF
PMC,BBA
UPG,AMQ
CDG,TLS
FLL,PHL
ORD,BNA
BKK,TPE
AUH,BKK
HHN,AGP
LAX,LIH
TPE,DLC
HRG,DUS
BRU,BJM
MSY,LGA
FOC,HFE
WLG,TUO
MIA,MXP
KRK,CDG
CWL,AGP
CLT,RDU
MRX,THR
BRU,DEL
MDZ,BRC
TPS,PMF
HAM,ZRH
LIS,GIG
AJR,LYC
YNS,YKQ
ATL,SJU
KWL,WUH
LYS,CTA
TNA,HET
OKC,BWI
MEX,SFO
BWI,BOS
AGP,BHX
BFD,JHW
DFW,MEX
XIY,TSN
GVA,VIE
KHG,CTU
YZS,YTE
PTP,ANU
GSO,DFW
LHR,NRT
TLV,NCE
ICN,HAN
SYD,MYA
FLR,DUS
TNA,KIX
VIE,BLQ
MIA,CUN
KBL,ISB
ALG,MAD
ZRH,PRG
ISP,BWI
DEN,SNA
MUR,ODN
NTE,TUN
SCL,CPO
NRT,CJU
DPS,ADL
PTY,SAL
DLC,NGO
EVE,TOS
SPU,LGW
UET,LHE
KRS,GDN
SHA,LJG
ORF,CLT
MAN,NTE
KUL,CGK
CLT,ILM
YQB,PHL
CAN,KHN
GOT,MAN
CDG,JFK
DRS,AYT
EVN,VIE
BKK,KHI
LIG,BRS
XMN,NNG
PUS,PVG
SJW,CKG
LIN,LHR
KUL,JED
ZRH,IBZ
CAN,SIN
RTM,LCY
IST,MAN
SIN,RUH
DME,ASB
CNM,ABQ
KUL,TRZ
PMI,SXF
HNL,IAD
BCD,MNL
DCA,RDU
DEN,OMA
IBZ,AMS
MCI,PDX
AMS,YYC
CPH,FAO
CRL,EDI
LGK,SIN
DTW,CLT
DXB,BAH
ALC,PMI
MEX,HMO
BUD,RIX
CTU,PVG
SUF,VIE
YYC,YXJ
ATH,KSO
MDZ,SCL
ATH,LGW
WUX,SHE
ALB,BOS
EVN,DNK
MIA,ASU
XNN,PEK
MUC,LUX
BOG,MCO
CLT,MUC
SYD,HKG
NNG,PEK
LUX,MUC
OSL,LPA
FCO,OPO
SNN,WMI
PHX,DRO
RDU,ATL
MSY,PHL
MAD,TFS
TPE,CGO
DXB,IST
ACC,MAD
JNB,HKG
PMI,GSE
EIS,SJU
KUN,RHO
PEK,SEA
SFO,MCO
TSN,BAV
CMB,MLE
MSY,IAD
SXF,EDI
YUD,YGW
YHZ,MCO
BSL,KRK
TSN,YCU
DXB,KRT
HMO,LAX
BWI,SDF
WMI,BLQ
DFW,DEN
HGH,TAO
DFW,COU
HLA,DUR
GRX,LCY
BOS,JAX
VIE,ZTH
LHR,DFW
KEF,MUC
NKG,CKG
TER,GRW
JIB,SAH
SJU,YYZ
SIN,KUL
DTW,ALB
LHR,KEF
XFN,SZX
OVB,FRU
TUL,STL
FLL,SDQ
DXB,KUL
JNB,EBB
CTA,LMP
HET,PVG
LAX,MDW
PHX,GDL
MNL,YVR
HAV,SNU
MSP,OKC
NCE,TLS
BKO,NBO
VIX,SDU
AUH,SAH
GVA,FRA
NGB,MFM
ADD,LBV
PEG,STN
KWL,NNG
SLC,ONT
XMN,WUH
MCX,LED
CAG,NRN
ALG,GVA
NCL,JER
PBM,BEL
SVO,DEL
NUE,AMS
CZS,RBR
MEL,KUL
YSY,YEV
MFM,JJN
ATL,GRR
YMT,YKQ
SNN,EWR
POS,BGI
PVG,MNL
MEL,DPS
CKG,CAN
IND,MIA
FAO,MUC
KWL,PEK
NBO,MWZ
SAW,ATH
CTU,LYG
TYN,URC
MAN,GCI
SRG,DPS
JDZ,XMN
HAK,HGH
GLA,KEF
MAN,BVA
DXB,MAA
EYW,TPA
LIM,GYE
DFW,MIA
USM,SZB
OPO,ZRH
AYT,ERF
DFW,ICT
LHR,ORY
SHE,HGH
ZAD,MUC
AUS,MCO
BRU,CPH
MEX,SLW
TGM,LTN
IAH,TYS
HSV,IAD
IST,TIA
SYD,POM
NDY,SOY
XIY,TAO
LHR,BEY
PRG,ARN
MEX,MAM
SYD,MNL
ATL,BQK
MAA,DEL
SDF,MDW
PHX,RNO
SDQ,CDG
BHD,LBA
AMS,PDL
TPE,ICN
SHE,MFM
GBE,JNB
PVD,RSW
AMS,TLV
MRS,ORN
HAM,DUS
RIX,ARN
ARN,VAA
MED,KHI
PEK,HKG
CUN,IND
XUZ,KHH
PRG,SVO
WUH,PEK
PMI,BRS
AZA,BZN
NRT,HKG
HER,STR
LPA,VIE
SXF,LPL
MCZ,GRU
GRR,ORD
TLL,URE
ATL,SJU
MIA,MSY
BAV,NAY
FNC,LUX
JNB,TLV
YYZ,FRA
LKO,DEL
PNS,CLT
SMK,UNK
IXL,DEL
ITM,AOJ
ATL,TRI
BTH,DPS
MKE,TPA
AGP,ARN
XIY,WUH
ATL,MSN
YRT,YCS
IST,IKA
GOI,MAA
SVX,DWC
CTU,XIC
GAL,FAI
LIM,CUZ
DUS,TUN
BEG,OSL
CLT,IAH
IAH,ACY
PEK,LHW
BRQ,STN
ETZ,NCE
TFS,HAJ
SXF,KGS
CHS,DCA
PDL,LIS
FOC,KWL
TPE,KUH
KRR,MUC
ITM,KOJ
ATL,BNA
CSX,HAK
ENE,KOE
CPH,KRK
UIH,SGN
FLL,SAL
NRN,BLQ
SYD,PVG
KWI,TUN
NCE,CPH
ORY,BIO
MIA,MEM
MGA,MIA
MAN,MUC
FRA,GCI
JIB,DXB
ANC,SNP
CTS,KMQ
GYD,URC
ODS,MUC
IAD,SYR
DBV,BHX
PVG,KUL
DME,KGD
PVG,ZUH
ATL,SBN
URT,DMK
DCA,CHS
LHR,IST
SEA,PSC
HAK,KMG
NOU,PPT
TPE,BKK
LGW,LIS
LAX,EWR
BKK,XMN
HKG,BLR
AMM,HBE
WAW,KRK
NRT,CAN
ANC,LAX
ORN,CMN
WAW,ODS
LOH,UIO
FRA,MLE
EGO,ROV
DXB,ATH
HND,TSA
AEP,CPC
QRO,MTY
LAX,ELP
SLU,POS
CJU,CGQ
PAT,DEL
DEL,CJB
URC,XIY
ZAZ,PMI
SIN,BPN
POS,FLL
LAS,STL
ZRH,SUF
CNX,BKK
SYD,CBR
ORY,LIG
GRU,JNB
CAN,FOC
TSN,NGB
GYS,HGH
GOA,CDG
RSW,BWI
DCA,MEM
PZU,CAI
DEN,BUR
LHR,BHD
ATL,OKC
VIE,IST
SXF,VCE
MXP,JFK
IGU,CWB
CUN,LIM
ASW,CAI
EWR,SEA
CLT,IAH
BRS,BFS
NYO,CHQ
NUE,ZRH
KSC,LTN
ATL,OKC
LTN,NOC
ALC,RYG
EMA,AGP
MLA,CDG
OLB,MXP
HKG,EWR
LUX,SCN
CSX,WNZ
SUG,MNL
GIG,GRU
MUC,FNC
LIG,NCE
GRU,MVD
DUB,DUS
NNM,KVX
KWL,TPE
FRA,KIX
SYD,WLG
ATH,CAI
ALC,BOH
NRT,FCO
ABV,QOW
ORY,BJV
RDU,PHL
ATH,FCO
FLL,GSP
LUV,AMQ
PMO,BCN
FOC,HRB
JFK,IND
VCE,TIA
SVO,KJA
XNN,CKG
PDX,STS
EVE,OSL
LGA,GSO
PHE,BME
FNC,ZRH
BNE,PPP
GSE,AGP
MAD,IST
DFW,EWR
GIG,POA
MLM,TIJ
LBU,KUL
OKA,MMY
PMI,INN
MSY,MKE
BEG,SVO
FCO,IAD
HAM,BCN
SDU,BPS
NRT,DPS
NIM,OUA
GRJ,JNB
ALC,NYO
BHY,XIY
ORD,DUB
WLG,CHC
FRA,IST
PHL,MAD
NGQ,KHG
YVQ,YGH
LUX,ACE
LEJ,PMI
BCN,EDI
VLI,AKL
GEA,KOC
EMA,TSF
REP,PVG
ATL,SJU
DME,MLA
TNA,HRB
CRL,BIQ
DEL,NRT
GOI,BOM
HEL,KIX
YKQ,YMO
CMH,CLT
NAY,KHN
BPN,DPS
OMA,MDW
FRA,BEY
BGO,VNO
AMS,NCE
SLC,MSP
SDU,CNF
CDG,SIN
HRG,LGW
BNE,CHC
CAE,DCA
EDI,KOI
YQB,YGR
RIX,GYD
LIS,EDI
SLP,DFW
OOL,AKL
FLN,GIG
YWG,YXU
DLC,PVG
JFK,ROC
ATL,CVG
LGW,NAP
SJC,LAX
CUR,MDE
BOG,MIA
BKK,JNB
WUH,HKG
GDN,DUB
BKK,AKL
YHD,YQT
ECN,ADB
MKE,MCI
LIT,ATL
CHQ,SKG
BLQ,MAD
DXB,SIN
ATL,SAL
CLT,ATL
FCO,MAD
DME,SCO
GLA,GDN
AYT,RTM
VXO,BMA
SYD,PQQ
MDZ,COR
TLV,BSL
KUL,BOM
HER,TXL
ICN,CTU
CUN,HAV
LCA,EMA
BRI,PSA
FRA,PRG
BCN,SDR
MRS,CDG
VOZ,EVN
XMN,CKG
SGC,OVB
FRA,HAM
RIC,MSP
LET,BOG
VCE,KIV
LPA,PAD
IAH,AUS
YYU,YQT
ZAD,HAU
FRA,MAD
GDN,EIN
BPS,GRU
FLN,XAP
YCU,TSN
VIE,AMM
CNF,CGH
BLR,SHJ
HEL,AMS
TNA,KHH
RAK,XCR
KRT,SHJ
HAM,FDH
AGP,BRU
PAP,ATL
JFK,GRU
OSS,KZN
KKH,BET
MYY,LMN
CEN,MEX
HBE,ATH
XIY,TAO
AUU,CNS
HAN,KIX
JNB,MPM
JTR,BRU
SZX,TYN
LLA,GEV
AUA,MIA
KUF,DME
KBL,DXB
MSN,DFW
BNE,CNS
FRA,BEG
ALC,GLA
MFM,CNX
PHL,YOW
AMM,SAH
PEK,SZX
PDX,ONT
MAN,YVR
TPS,CUF
TFS,MAN
ADL,KUL
DRS,HER
ALA,AKX
NBO,BJM
CDG,DFW
IKA,DXB
BWN,CGK
BIO,LHR
YHY,YSM
DTW,ACY
INV,LTN
NRT,OIT
MSR,ESB
EWR,MSY
CMH,RDU
ALA,FRA
KRR,VOZ
