iata,long,lat
XMH,-146.070007324218,-14.4368000030517
RGI,-147.660995483398,-14.9542999267578
AKL,174.792007446,-37.0080986022999
CHC,172.531997680664,-43.4893989562988
HLZ,175.332000732,-37.8666992188
IVC,168.313003540039,-46.4123992919921
PMR,175.617004394531,-40.3205986022949
BHE,173.869995117187,-41.5182991027832
WLG,174.804992676,-41.3272018433
BAH,50.6335983276367,26.2707996368408
AHB,42.6566009521,18.2404003142999
HOF,49.4851989746093,25.2852993011474
DMM,49.7979011535644,26.4712009429931
MED,39.7051010131835,24.5534000396728
RUH,46.6987991333007,24.9575996398925
TIF,40.543442,21.483001
YNB,38.0634,24.144199
THR,51.3134002685546,35.6892013549804
BND,56.3777999877929,27.2182998657226
AZD,54.2765007019,31.9048995972
ZBR,60.3820991516,25.4433002471999
ZAH,60.9062004089355,29.4757003784179
KWI,47.9688987731933,29.2266006469726
AUH,54.6511001586914,24.4330005645751
AZI,54.4580993652343,24.4283008575439
DXB,55.3643989563,25.2527999878
FJR,56.3240013122558,25.1121997833251
SHJ,55.5172004699707,25.3285999298095
KHI,67.160797,24.9065
LHE,74.4036026000976,31.5216007232666
MUX,71.4190979003906,30.2031993865966
ISB,73.0991973876953,33.61669921875
CXI,-157.350006103515,1.98616003990173
KHH,120.349998474121,22.5771007537841
TPE,121.233002,25.0777
NRT,140.386001587,35.7647018433
CTS,141.692001342773,42.7751998901367
FUK,130.45100402832,33.5858993530273
OIT,131.736999512,33.4794006347999
MYJ,132.699996948242,33.8272018432617
ITM,135.438003540039,34.7854995727539
TAK,134.01600647,34.2141990661999
SDJ,140.917007446,38.1397018433
HND,139.779999,35.552299
PUS,128.93800354,35.1795005798
USN,129.352005005,35.59349823
GMP,126.791000366,37.5583000183
OKA,127.646003723,26.1958007812
MNL,121.019997,14.5086
AEP,-58.4156,-34.5592
COR,-64.2080001831,-31.323600769
MDZ,-68.7929000854,-32.8316993713
SDE,-64.3099975586,-27.7655563353999
SLA,-65.4861984253,-24.8560009002999
NQN,-68.1557006835999,-38.9490013123
AJU,-37.0703010559,-10.984000206
PLU,-43.9505996704101,-19.8512001037597
BSB,-47.9208335876464,-15.8691673278808
CWB,-49.1758003235,-25.5284996033
CGB,-56.1166992188,-15.6528997421
MAO,-60.0497016906738,-3.03860998153686
FLN,-48.5525016784668,-27.6702785491943
FOR,-38.532600402832,-3.77627992630004
GIG,-43.2505569458,-22.8099994659
GYN,-49.2206993103027,-16.6319999694824
GRU,-46.4730567932128,-23.4355564117431
IOS,-39.033199310303,-14.815999984741
MGF,-52.01222229,-23.4794445037999
MCZ,-35.7916984558105,-9.51080989837646
POA,-51.1713981628418,-29.994400024414
SDU,-43.1631011963,-22.9104995727999
SJK,-45.8614997863769,-23.2292003631591
SLZ,-44.2341003417968,-2.58536005020141
CGH,-46.6563873291015,-23.6261100769042
SSA,-38.3224983215,-12.9086112976
TMT,-56.396800994873,-1.489599943161
THE,-42.8235015869,-5.0599398613
TFF,-64.7240982056,-3.38294005394
UDI,-48.2252769470214,-18.8836116790771
ARI,-70.3386993408203,-18.3484992980957
BBA,-71.6894989013671,-45.9160995483398
SCL,-70.7857971191406,-33.3930015563964
PMC,-73.0940017700195,-41.4388999938964
GYE,-79.8835983276,-2.15741991996999
UIO,-78.3575,-0.129166666667
ASU,-57.5200004577636,-25.2399997711181
BGA,-73.1848,7.1265
BOG,-74.1469,4.70159
PPN,-76.6093,2.4544
MDE,-75.4231,6.16454
CBB,-66.1771011352539,-17.421100616455
LPB,-68.1922988891601,-16.5132999420166
POI,-65.7237014771,-19.5431003571
TJA,-64.7013015747,-21.5557003021
BYC,-63.6516990661621,-21.9608993530273
LIM,-77.114304,-12.0219
CUZ,-71.9387969971,-13.5356998444
MVD,-56.0307998657226,-34.8384017944335
BLA,-64.6892013549804,10.107099533081
PMV,-63.9665985107421,10.9126033782958
CCS,-66.9905853271,10.6031169891
VLN,-67.9283981323242,10.1497325897216
VLV,-70.5840606689453,9.34047794342041
ANU,-61.792702,17.1367
FDF,-61.0032005310058,14.590999603271401
PTP,-61.5317993164062,16.2653007507324
GND,-61.7862014770507,12.0041999816894
STX,-64.798599243164,17.7019004821777
SJU,-66.0018005371,18.4393997192
UVF,-60.952599,13.7332
AUA,-70.0151977539062,12.501399993896401
ALA,77.0404968261718,43.3521003723144
FRU,74.4776000977,43.0612983704
OSS,72.793296814,40.6090011597
GYD,50.0466995239257,40.4674987792968
YKS,129.77099609375,62.0932998657226
KHV,135.18800354004,48.52799987793
UUS,142.718002319335,46.8886985778808
VVO,132.147994995117,43.398998260498
BTK,101.697998046875,56.3706016540527
IKT,104.38899993896,52.268001556396
KBP,30.8946990966796,50.3450012207031
DOK,37.7397003173828,48.0736007690429
IEV,30.45194,50.40194
ODS,30.6765003204345,46.4267997741699
LED,30.2625007629394,59.8003005981445
KEJ,86.1072006225586,55.2700996398925
KRR,39.170501708984,45.034698486328
AER,39.956600189209,43.449901580811
ASF,48.0063018799,46.2832984924
CEK,61.5033,55.305801
NJC,76.4835968017578,60.9492988586425
SVX,60.802700042725,56.743099212646
DYU,68.8249969482,38.5433006286999
TAS,69.2811965942,41.257900238
SVO,37.4146,55.972599
VOZ,39.2295989990234,51.8142013549804
VKO,37.2615013123,55.5914993286
SCW,50.845100402832,61.6469993591308
KZN,49.278701782227,55.606201171875
UFA,55.874401092529,54.557498931885
KUF,50.16429901123,53.504901885986
BOM,72.8678970337,19.0886993408
IDR,75.8011016846,22.7217998505
PNQ,73.9197006225586,18.5820999145507
CMB,79.8841018676757,7.18075990676879
BBI,85.8178024292,20.2444000243999
CCU,88.4467010498046,22.6546993255615
IXS,92.9786987305,24.9129009247
ZYL,91.8667984008789,24.9631996154785
DAC,90.397783,23.843347
HKG,113.915000916,22.3089008331
DEL,77.1031036376953,28.566499710083
JAI,75.8122024536,26.8241996765
IXL,77.5465011597,34.1358985901
VTE,102.56300354,17.9883003235
BLR,77.706299,13.1979
COK,76.4019012451,10.1520004272
IXE,74.8900985718,12.9612998962
MAA,80.1692962646484,12.990005493164
IXZ,92.7296981811523,11.6412000656127
MLE,73.5290985107421,4.19183015823364
DMK,100.607002258,13.9125995636
USM,100.06199646,9.54778957366999
HKT,98.3169021606,8.11320018768
HAN,105.806999206542,21.2212009429931
HUI,107.70300293,16.4015007018999
SGN,106.652000427,10.8187999725
UPG,119.554000854492,-5.06162977218627
KCH,110.34700012207,1.48469996452331
MYY,113.986999511718,4.3220100402832
BKI,116.051002502441,5.93721008300781
LBU,115.25,5.30068016052246
TWU,118.12799835205,4.32015991210937
PKU,101.444999694824,0.460786014795303
CGK,106.65599823,-6.1255698204
JHB,103.669998168945,1.64130997657775
KUL,101.70999908447,2.745579957962
LGK,99.7286987304687,6.32973003387451
PEN,100.277000427246,5.29714012145996
SIN,103.994003,1.35019
BNE,153.117004394531,-27.384199142456
OOL,153.505004883,-28.1644001007
CNS,145.755004883,-16.885799408
CTL,146.261993408,-26.4132995605
ISA,139.488998413,-20.6639003753999
AVV,144.468994141,-38.0393981934
HBA,147.509994507,-42.836101532
MEL,144.843002319335,-37.6733016967773
KGI,121.461997986,-30.7894001006999
PHE,118.625999451,-20.3777999878
PER,115.967002868652,-31.9402999877929
SYD,151.177001953125,-33.9460983276367
PEK,116.584999084472,40.0801010131835
TSN,117.346000671,39.1244010924999
TYN,112.62799835205,37.746898651123
CAN,113.299003601074,23.3924007415771
CSX,113.220001221,28.1891994475999
KWL,110.039001464843,25.2180995941162
NNG,108.171997070312,22.608299255371
SZX,113.810997009277,22.6392993927001
CGO,113.841003418,34.5196990966999
WUH,114.208000183105,30.783800125122
LHW,103.620002747,36.5152015686
XIY,108.751998901367,34.4471015930175
JHG,100.76000213623,21.9738998413085
KMG,102.9291667,25.1019444
XMN,118.12799835205,24.5440006256103
KHN,115.900001525878,28.8649997711181
FOC,119.66300201416,25.9351005554199
HGH,120.43399810791,30.2294998168945
NGB,121.461997985839,29.8267002105712
NKG,118.861999511718,31.7420005798339
HFE,117.297996520996,31.7800006866455
TAO,120.374000549,36.2661018372
SHA,121.335998535156,31.1979007720947
YNT,121.372001647949,37.4016990661621
CKG,106.641998291015,29.7192001342773
KWE,106.801002502441,26.5384998321533
CTU,103.946998596191,30.5785007476806
URC,87.4741973876953,43.9071006774902
HRB,126.25,45.6234016418457
DLC,121.539001464843,38.9656982421875
PVG,121.805000305175,31.1434001922607
SZB,101.549003601074,3.13057994842529
HBE,29.6963996887207,30.9176998138427
BTI,-143.582000732,70.1340026855
FYU,-145.25,66.5715026855468
HNM,-156.014007568359,20.7956008911132
BOS,-71.00520325,42.36429977
OAK,-122.221000671386,37.7212982177734
OMA,-95.8940963745117,41.3031997680664
OGG,-156.429992675781,20.8985996246337
MCI,-94.713898,39.2976
PHX,-112.012001037597,33.4342994689941
SFO,-122.375,37.6189994812011
MEM,-89.9766998291015,35.0424003601074
LAX,-118.4079971,33.94250107
CVG,-84.6678009033,39.0488014221
JNU,-134.57600402832,58.3549995422363
EWR,-74.168701171875,40.6925010681152
MOT,-101.279998779296,48.2593994140625
DAL,-96.8517990112304,32.8470993041992
DCA,-77.037697,38.8521
ACY,-74.5772018432617,39.4575996398925
FLL,-80.1527023315429,26.0725994110107
SLC,-111.977996826171,40.7883987426757
MDT,-76.7633972168,40.1935005188
IAH,-95.3414001464843,29.9843997955322
CAE,-81.1194992065429,33.9388008117675
PNS,-87.186599731445,30.473400115967
HOU,-95.27890015,29.64539909
PIT,-80.23290253,40.49150085
MIA,-80.2906036376953,25.7931995391845
SEA,-122.30899810791,47.4490013122558
JAN,-90.0758972168,32.3111991882
IND,-86.294403,39.7173
HPN,-73.7076034545898,41.0670013427734
LIH,-159.339004516601,21.9759998321533
ORF,-76.2012023925781,36.8945999145507
OME,-165.445007324218,64.5121994018554
PIE,-82.68740082,27.91020012
SAT,-98.4698028564453,29.5337009429931
RDU,-78.7874984741211,35.8776016235351
DAY,-84.2193984985351,39.9024009704589
TUS,-110.941001892089,32.1161003112793
PVD,-71.4204025268554,41.7326011657714
DTW,-83.353401184082,42.2123985290527
TPA,-82.533203125,27.9755001068115
LIT,-92.2242965698,34.7294006347999
DFW,-97.0380020141601,32.896800994873
AUS,-97.6698989868164,30.1944999694824
TYS,-83.9940033,35.81100082
STL,-90.370002746582,38.7486991882324
ATL,-84.4281005859375,33.6366996765136
FAT,-119.718002319335,36.7761993408203
BNA,-86.6781997680664,36.1245002746582
LRD,-99.4616012573242,27.5438003540039
LGA,-73.87259674,40.77719879
TLH,-84.3503036499023,30.396499633789
JAX,-81.6878967285156,30.4941005706787
IAD,-77.45580292,38.94449997
MKE,-87.8965988159179,42.9472007751464
PDX,-122.5979996,45.58869934
PBI,-80.0955963134765,26.6832008361816
HNL,-157.921997070312,21.3187007904052
DSM,-93.663101196289,41.5340003967285
EWN,-77.042900085399907,35.0730018616
SAN,-117.190002441,32.7336006165
SYR,-76.1063003540039,43.1111984252929
MDW,-87.7524032592773,41.7859992980957
SJC,-121.929000854492,37.3625984191894
DEN,-104.672996521,39.861698150635
PHL,-75.241096496582,39.871898651123
CMH,-82.8918991088867,39.9980010986328
GAL,-156.9369965,64.73619843
ANC,-149.996002197265,61.1744003295898
BLI,-122.53800201416,48.7928009033203
RSW,-81.7552032470703,26.5361995697021
JFK,-73.77890015,40.63980103
RNO,-119.767997741699,39.4990997314453
KTN,-131.7140045,55.35559845
MOD,-120.9540024,37.62580109
SMF,-121.591003417968,38.6954002380371
COS,-104.70099639893,38.805801391602
BUF,-78.73220062,42.94049835
BDL,-72.6831970214999,41.9388999939
ORD,-87.90480042,41.97859955
FAI,-147.8560028,64.81510162
AMA,-101.706001281738,35.2193984985351
TUL,-95.8880996704101,36.1983985900878
ISP,-73.10019684,40.79520035
MSP,-93.2218017578,44.8819999694999
MSY,-90.2580032348632,29.9934005737304
PWM,-70.30930328,43.64619827
OKC,-97.6007003784179,35.3931007385253
ALB,-73.8016967773437,42.7482986450195
CLT,-80.9430999755859,35.2140007019043
LAS,-115.1520004,36.08010101
MCO,-81.3089981079101,28.4293994903564
BKK,100.747001647949,13.6810998916625
BDO,107.575996398925,-6.90062999725341
JOG,110.431999206542,-7.78817987442016
SRG,110.375,-6.97273
BTH,104.119003296,1.12102997303
PKN,111.672996521,-2.70519995689
KOE,123.670997619628,-10.1716003417968
BPN,116.893997192,-1.26827001572
BMU,118.68699645996,-8.5396499633789
SUB,112.787002563476,-7.37982988357543
ICN,126.450996398925,37.4691009521484
CEI,99.8828964233,19.952299118
NST,99.9447021484375,8.53962039947509
KOP,104.642997741699,17.3838005065917
DPS,115.16699981689,-8.7481698989868
ATH,23.9444999695,37.9364013672
NGO,136.804992675781,34.8583984375
RIX,23.9710998535156,56.923599243164
VNO,25.2858009338378,54.6341018676757
EVN,44.3959007263,40.1473007202
BUS,41.5997009277,41.6102981567
SAH,44.2196998596191,15.4763002395629
EZE,-58.5358,-34.8222
EBL,43.9631996154785,36.2375984191894
KIX,135.244003295898,34.4272994995117
PMI,2.73881006241,39.551700592
MHT,-71.4356994628906,42.9325981140136
CHO,-78.4529037475586,38.1385993957519
ROA,-79.975402832,37.3255004882999
BTM,-112.497001647949,45.9547996520996
TVC,-85.5821990966796,44.7414016723632
DME,37.9062995910644,55.4087982177734
LJG,100.246002197,26.6800003052
TOL,-83.80780029,41.58679962
CID,-91.7108001708984,41.8847007751464
RST,-92.5,43.9082984924316
DLU,100.319,25.649401
NBO,36.9277992249,-1.31923997402
PPT,-149.606994629,-17.5536994934
OVB,82.650703430176,55.012599945068
INC,106.009003,38.481899
RAP,-103.056999206542,44.0452995300293
FNT,-83.7435989379882,42.9654006958007
FNC,-16.774499893188,32.697898864746
STM,-54.785831451416,-2.42472195625305
LXA,90.9119033813,29.2978000641
EUG,-123.211997985839,44.1245994567871
WDH,17.4709,-22.4799
TNA,117.216003417968,36.8572006225585
HSV,-86.775100708008,34.637199401855
MGM,-86.39399719,32.30059814
JIB,43.1595001220703,11.5473003387451
HAK,110.458999633789,19.9349002838134
PGA,-111.447998,36.92610168
CRK,120.559997559,15.1859998703
SHE,123.483001708984,41.6398010253906
LYA,112.388000488,34.7411003112999
XUZ,117.555278,34.059056
VKG,105.132379532,9.95802997234
CKY,-13.612,9.57689
FKB,8.08049964905,48.7793998718
SFB,-81.2375030517578,28.7775993347167
RMF,34.5836982727,25.557100296
BXU,125.4788,8.9515
CEB,123.97899627686,10.307499885559
CRW,-81.5932006835937,38.3731002807617
BNK,153.56199646,-28.8339004517
GCC,-105.539001465,44.3488998412999
JZH,103.682222222,32.8533333333
SWA,116.5033,23.552
AGT,-54.842682,-25.454516
SAW,29.3092002869,40.898601532
IKA,51.1521987915039,35.4160995483398
MHD,59.640998840332,36.2351989746093
ISC,-6.29166984558105,49.9132995605468
XNA,-94.306801,36.281898
SBN,-86.3172988891601,41.708698272705
SCO,51.091999053955,43.8600997924804
KJA,92.493301391602,56.172901153564
CGQ,125.684997559,43.9962005615
GZO,156.863998413,-8.09778022766
TBG,141.225997924804,-5.27861022949218
JJU,-46.0299186409,60.7156841552999
JNS,-46.059923172,60.9172827256
YKU,-78.9169006347656,53.8055992126464
YMT,-74.5280990600586,49.7719001770019
YNC,-78.8311004638671,53.0106010437011
ZUM,-64.1063995361328,53.5619010925293
DSA,-1.01065635681,53.4805378105
MQP,31.1056003571,-25.3831996918
OND,15.9526,-17.878201
ERS,17.0804004669189,-22.6121997833251
OXB,-15.6536998748779,11.8948001861572
ESU,-9.6816701889,31.3974990845
NDR,-3.0282099247,34.9888000487999
APN,-83.56030273,45.0780983
CIU,-84.4723968505859,46.2508010864257
EWB,-70.9569015502929,41.6761016845703
LYH,-79.2004013061523,37.3266983032226
PIR,-100.2860031,44.38270187
RKS,-109.0650024,41.59420013
SBP,-120.641998291,35.2368011474999
ECN,33.4961013793945,35.1547012329101
CVU,-31.1135997772216,39.6715011596679
EDO,27.0137996674,39.554599762
JBQ,-69.9856033325195,18.5725002288818
SLH,167.537002563,-13.8516998291
LPM,167.822998046875,-16.4540004730224
NUS,167.401000976562,-16.0797004699707
SON,167.220001221,-15.5050001143999
GXF,48.7882995604999,15.9660997391
HSG,130.302001953,33.1497001647999
CEE,38.0158004761,59.273601532
PSC,-119.119003295898,46.2647018432617
LPS,-122.938003540039,48.4838981628418
LBD,69.6947021484375,40.2154006958007
NMA,71.5567016602,40.9846000671
URS,36.2956008911132,51.7505989074707
GAU,91.5858993530273,26.1061000823974
BBN,115.478996276855,3.7338900566101
AUU,141.72065,-13.354067
HTI,148.95199585,-20.3581008911
MOV,148.07699585,-22.057800293
ULP,144.253005981445,-26.6121997833251
BWT,145.731002807617,-40.9989013671875
NAY,116.388000488281,39.7827987670898
DAT,113.482002,40.060299
HET,111.823997498,40.851398468
BAV,109.997001647949,40.560001373291
SJW,114.696998596191,38.2807006835937
TGO,122.199997,43.556702
DYG,110.443001,29.1028
ZUH,113.375999,22.006399
LZH,109.390999,24.2075
YIH,111.479988,30.55655
XNN,102.042999,36.5275
UYN,109.590927,38.35971
JDZ,117.176002502,29.3386001587
LYG,118.873611,34.571667
LYI,118.412002563476,35.046100616455
TXN,118.255996704101,29.733299255371
WUX,120.429000854,31.4944000243999
WNZ,120.851997375488,27.9122009277343
YIW,120.03199768100001,29.3446998596
HSN,122.361999512,29.9342002869
MIG,104.740997314453,31.4281005859375
JMU,130.464996338,46.8433990478999
AQG,117.050003,30.582199
YCU,111.031388889,35.116391
ERM,-52.2682991027832,-27.6618995666503
AZA,-111.6549988,33.30780029
KAL,-158.7409973,64.31909943
KVL,-164.563003540039,67.7361984252929
WTK,-162.975006103515,67.5661010742187
YTQ,-69.9558029174804,58.6678009033203
FON,-84.6344985961914,10.4779996871948
HGR,-77.72949982,39.707901
SDP,-160.522994995117,55.3149986267089
HMI,93.6691970825,42.8414001465
CHG,120.434998,41.538101
SKT,74.3638916016,32.5355567932
