source_airport,destination_airport
PHL,ELM
LCA,ZRH
KOW,PEK
MNL,MFM
KMG,TPE
CSX,FOC
DEL,PEK
SAW,HAM
NRN,BLQ
TNA,HKG
MDC,TTE
PEN,LGK
MSY,STL
DME,CFU
HAN,ICN
YYZ,IAD
TGM,LTN
PAD,AYT
CGQ,TPE
FCO,TIA
BUF,DCA
VVO,PEK
BOM,ADD
GPT,ATL
MEX,MAD
FAO,STR
CTS,AXT
PMI,CPH
PSA,GSE
AMS,SOU
BGO,SVG
LCG,MAD
BHM,DEN
BRU,HAM
FOC,KWL
SDR,PMI
MBJ,STL
KHH,SGN
HKG,PUS
TRF,PMI
JED,KWI
HPN,MCO
SMF,PHX
GDL,MTY
MAO,GRU
DME,RHO
DLC,YNZ
PMI,ORY
SIN,PKU
BHV,LHE
CKG,LJG
NAY,CZX
ATL,DUS
PER,SIN
CLT,SRQ
LIM,CUZ
GRO,SFT
DUS,SPU
DAC,KUL
PEK,IKA
PPT,AKL
DFW,MFE
CTU,PEK
ORD,ATL
SGN,CDG
KIX,HND
BOJ,CPH
NNG,HFE
STS,LAX
JED,KHI
CPH,ARN
MIA,STX
MAD,EWR
SAW,TBS
KWI,ATZ
SEA,MCI
BOD,OPO
BIA,SXB
TNA,SZX
TKP,TKX
BOS,CDG
HHN,SUF
VII,VTE
ESB,ADB
KBP,LIS
IBZ,DUS
LIS,BLQ
PIK,PMI
HFS,TYF
SAT,CLT
SFO,RDM
PHL,TPA
RHO,GLA
PRG,KRR
GDL,TRC
BRI,STN
KIV,RIX
KUL,KCH
BNA,MCO
LCH,IAH
SDF,MCO
SXF,XRY
MCO,LAX
PTP,FDF
MDL,NYU
CKG,TNA
SZX,HGH
MIA,MID
LAX,LAS
TAY,HEL
COK,BOM
FNC,AMS
IST,ADB
DFW,ZCL
BWT,KNS
AMS,BGO
KHN,PVG
LDB,GRU
IST,BEN
PKR,KTM
AMS,PDL
AMS,HGH
CYS,DEN
TNA,DLC
TNR,ORY
CLT,MBJ
STL,CGI
LHR,STR
MIA,MAR
TJA,LPB
VIE,DXB
CCJ,AUH
KWI,ADD
YYZ,PIT
YVR,DEN
LGW,LEI
CDG,RUH
DRS,STR
TLV,SXF
IUE,AKL
BCN,BUD
SZX,NAY
CVG,ATL
ATL,ORF
SHE,LYA
IXC,BOM
KBP,WAW
PNH,TPE
JAN,HOU
AHO,LTN
YOW,YQB
TLV,CDG
NUE,BCN
KWE,KWL
VIE,VKO
TOS,ALF
GNV,ATL
SYZ,KIH
UDI,CGH
HNL,PDX
DAX,PEK
DLM,GLA
SIN,CSX
PUY,STN
KUL,KTM
JDZ,XMN
BUF,PHX
HND,LHR
TCZ,KMG
MSP,JFK
DTW,BTV
SEA,NRT
PEK,DAX
URC,TPE
IST,DUS
CNX,RGN
AHO,GRO
BWI,JAX
JNB,HKG
TCB,FLL
GAL,NUL
ALA,HKG
CTU,SHA
XIY,TSN
CIK,FYU
RGN,SIN
PUQ,BBA
NAT,BSB
TXL,DBV
IST,RIX
PMI,GLA
LPB,LIM
ILO,GES
MJF,OSY
TXL,ZRH
SHE,XMN
MST,BRI
AMS,AYT
BCN,NYO
TLS,DIJ
EYW,FLL
TYN,DSN
MAN,JED
GDL,LAX
BOS,HOU
AEP,COR
MSY,ORD
TFS,DUB
ORD,LAN
BOG,SJU
ATH,BCN
GAU,IMF
EGO,KRR
RNS,SOU
VLI,HIR
PMI,LGW
PKE,SYD
DTW,YUL
TFS,BFS
CUU,IAH
DUB,HHN
PMI,FMO
SAP,LCE
JMK,ATH
CKG,HGH
SIN,HAN
SJW,XIY
MSY,DFW
SJW,SHP
AMS,AUH
HTY,SAW
OVB,LED
XRY,HHN
SKO,ABV
LET,LPD
OKC,ATL
ORD,SLC
JFK,CDG
UNG,TBG
MDG,PEK
LPA,DUS
LAS,CPR
SEA,JNU
XAP,CWB
UPG,DPS
CLT,PBI
DEN,MOT
KIX,TAO
CNS,PER
SUF,NRN
KIX,CTS
LYS,BCN
YHZ,CUN
MLA,SAW
KBV,USM
MTY,PTY
LAE,GKA
EWR,AMS
FBM,NLA
TNR,RUN
RYG,STN
NAP,LGW
HKG,EWR
DXB,TRV
TJM,LED
CUR,DUS
POL,JNB
GRU,ROS
CGN,OSL
MAH,STR
CGK,PKU
SKG,HAJ
ZSE,MRU
BKC,DRG
HGH,WEF
HAM,WAW
SJD,SNA
TLV,FCO
PRN,HAJ
SAF,DFW
TFS,VIE
SJP,CGB
AGP,TFN
DEL,BLR
CPH,SPU
CKG,WNZ
MCI,MSP
HHN,TPS
JNB,SIN
JNB,GBE
IST,BLL
PJM,SJO
CGK,MNL
ABV,CBQ
GOJ,EVN
PVG,ORD
GLK,BSA
PMO,BRU
LHR,IAD
RVK,TRD
AUH,CMN
HAJ,PMI
AMS,NWI
CPH,LHR
BCN,LCG
ATL,LAX
WXN,XIY
LMM,MEX
LUX,CLY
HOD,AMM
BOD,GVA
FLR,MAD
SFO,OKC
MAN,NWI
KJA,LBD
URJ,TJM
SXF,BCN
DFW,GCK
MEL,LST
NBO,JRO
UPG,BIK
DFW,SAN
LUN,LLW
LAS,ATL
IXJ,BOM
FOC,CSX
AKL,SCL
LAX,MSP
DFW,ROW
PHL,IND
MIA,EWR
PVG,HRB
TUN,PMO
SHJ,DAC
DRW,BNE
CUN,CLE
SJU,MCO
DTW,GSO
HGU,TIZ
OVB,SVX
BKS,CGK
BAQ,MIA
BHM,DCA
KHH,HKG
ZRH,TRN
GOT,OSL
BKO,NKC
GCM,NAS
XMN,TSN
CDG,VLC
CUL,HMO
HKG,KTM
TXL,FMM
KLO,MNL
SNA,SFO
XIY,CKG
EWR,YYZ
SSA,AJU
MEX,ATL
SIN,PEN
IBZ,DUS
DME,ATH
YRT,YUT
ACC,ADD
ORD,PHL
AMD,BOM
FLN,CGH
CAN,CDG
GUM,ROR
MSY,BWI
KMG,SHA
PVG,LHR
DME,TXL
TYN,HAK
YRT,YBK
ZAZ,ACE
SYD,CHC
HOU,PNS
UIB,BOG
RMF,VIE
KBP,OVB
NUX,VKO
MUC,FLR
MUC,IST
CTU,NGB
RTM,BUD
ORD,CAK
ORY,OZZ
SRE,VVI
TLS,FCO
IAH,ORF
BPN,BDJ
THL,RGN
LGW,NCE
KWL,SJW
BOS,CDG
ABZ,BRS
DCA,OMA
RHO,HAJ
LHW,TYN
HER,BOD
AUH,CMN
JFK,PAP
SIN,BKI
JFK,KIX
MUC,IAD
NSI,LBV
YAC,ZRJ
YVR,NRT
ZAG,IST
STM,TMT
LAS,ICN
SRP,SVG
YUL,JFK
VCE,LGW
ATL,GNV
CLT,YYZ
VRN,KIV
BOG,EWR
HYN,ZUH
OME,SKK
PTY,CLO
NRT,OOL
CTU,AUH
GZP,CPH
HER,ORY
HET,PEK
HKT,ICN
CAN,MXZ
LCA,ATH
SFO,BJX
XIY,TNA
OPO,TER
HAH,DZA
WUH,HET
LVI,LUN
BCI,LRE
LIS,CDG
PVG,TPE
CUR,CLT
LCA,LBA
FLL,MSY
KRL,CTU
LHW,IQN
DSM,ATL
KHI,RUH
CDG,SFO
TIA,IST
PAD,FUE
SKG,DUS
BIA,NTE
KOA,SJC
AUH,HKT
SLZ,IMP
YCU,CAN
ARK,ZNZ
EMA,EGC
CIA,NYO
PEK,KIX
ATL,RSW
BGI,ANU
OLB,RIX
CEB,PUS
CLT,SYR
VIE,FNC
KRR,DME
ABJ,ACC
SYD,PVG
HAV,FDF
GZO,EGM
MRS,AAE
PVG,CNX
KWI,NJF
FDH,AYT
DAV,SJO
FLL,STL
KWI,BOM
AUH,TRV
SKG,BEG
PER,DPS
CPH,VIE
LHE,DXB
SEA,LHR
MDL,HEH
GRU,MVD
SCC,BTI
AMS,LCY
HRB,UUS
CTA,FCO
MLA,CDG
SKU,SKG
CTU,PEK
VIE,CGN
FCO,VIE
LIT,DFW
TLV,KTW
SEA,IAH
DCA,SYR
NRN,BZR
NUX,DME
STR,CDG
CCU,SIN
SOF,BOJ
GDN,TXL
AGP,CDG
MCI,MSY
KHI,PEW
LAX,ANC
MXH,HGU
CGO,KWL
FUE,SXF
CDG,ORD
TAO,HGH
TPS,BLQ
ORD,BUF
CGN,SUF
ALA,FRU
MPL,LGW
MDZ,AEP
BOM,MRU
SAT,LAX
LOS,ADD
TFS,EMA
DEN,SEA
BLR,CJB
CUU,MEX
JED,YNB
PNP,POM
SFO,MIA
NAY,UYN
BRS,LPA
WNZ,KMG
CCJ,DXB
JED,GXF
BRS,FAO
DCA,HHH
MRS,FCO
GLK,MGQ
MTY,SJD
HOU,DAL
LAS,MCI
DTM,CLJ
KWL,CGO
GDN,KRK
KHH,NKG
MIA,LGA
LXA,MIG
MSP,LAX
PHX,STL
PNR,JNB
ACC,ABJ
ITO,HNL
BCN,OTP
SVX,KZN
PNQ,MAA
TLS,ORN
PHX,PDX
MNL,MFM
AMM,AQJ
BCN,MAD
RYG,CRL
ATH,CAI
AZA,BZN
DYG,TYN
XIY,WXN
TUN,BCN
MAG,WWK
EMA,ALC
CAG,STR
STR,MUC
CNF,BPS
EDI,CDG
MLG,CGK
SNA,ORD
PEK,YIH
MSY,YYZ
ORD,LHR
TXL,BRU
SVG,BCN
AMM,KWI
HER,STR
CCJ,BAH
DEL,GOP
BRU,OTP
MLA,FCO
LIH,SJC
BOS,ORD
ICN,CKG
PEK,PVG
MJV,LGW
UIO,ATL
GRU,CMN
LHE,BCN
YUL,PVR
UIO,GYE
DXB,DME
BCN,EDI
MNL,CRM
ORY,EWR
MSP,ABR
DUB,MJV
ALG,FRA
ZRH,DUB
PPT,HUH
NGQ,KHG
DUB,EDI
GMP,HND
DUS,OLB
BRS,DLM
BRU,MUC
MAD,PMI
IST,ADF
KUL,MNL
ADL,SIN
SAL,BOG
DEL,ASB
LAX,HMO
NTE,MXP
TRV,BLR
ARN,LLA
SCL,IQQ
MIA,ATL
BOD,BCN
BUF,MDW
BMA,BRU
YQZ,YVR
YIW,SHE
RSW,MSP
LAS,PDX
CKG,KWE
BRS,RAK
TIJ,NRT
TFS,AMS
BOS,SAN
SAW,TLV
REP,LPQ
PHL,DEN
SAN,SAT
MDW,PHX
OAK,CMH
VIE,ARN
TXL,PMO
GDN,TRF
DMM,TIF
YYZ,PUJ
HAN,DAD
CKY,DKR
PHL,BOS
WIL,NYK
KHG,NGQ
OUD,ORY
SIN,MNL
AAL,CPH
BRI,PMO
ICN,IST
CCS,EZE
LCA,OTP
PUY,ARN
GRU,NAT
MEX,SAT
DME,DYU
FIH,BZV
BKK,CGK
KZN,AYT
TUL,DEN
MBJ,ORD
SVO,KEJ
MSP,MKE
KJA,MJZ
PBM,CUR
SVO,BEG
LHW,URC
TXL,TFS
XUZ,FOC
CPH,SVO
HHN,FAO
TLV,BEG
MAD,STN
DEN,BFF
CTU,LZY
NNG,HGH
ATL,JAN
LGW,MAH
YYZ,TPA
COK,RUH
SXB,FCO
NGB,CSX
YYC,ORD
BKK,PER
ATL,MLI
NUE,TFS
KIN,MCO
GRZ,DUS
TUN,CAI
LGW,FAO
ARN,SFT
USM,CNX
FUK,SIN
CGO,HAK
BEL,MCP
SUG,CEB
MIA,MEM
FRA,STR
SFO,OGG
SLC,PSP
HGH,XMN
YVR,YKA
NBC,SVX
MEX,ACA
SIN,KUA
AKY,RGN
STR,FAO
FOC,SHA
MSQ,AUH
PEK,ZHA
PVG,MEL
LYA,DLC
MCT,LHE
MJM,FIH
HGH,HAK
XIY,NKG
YWG,YQT
LPA,EUN
MUC,LIS
KRS,CPH
MRU,DXB
SKX,DME
SAW,FRU
GRU,IGU
TNR,NBO
FLL,YUL
DXB,MNL
RGN,SNW
DEN,ABQ
FLL,JAX
CWB,CGH
LBD,AER
UFA,DME
ORD,MSY
SMF,MDW
SIN,MAA
HKG,LHR
LIS,OPO
SJJ,BNX
HAV,BOG
DUB,HAJ
AMS,NCE
GLA,FNC
CEB,IAO
DME,NUX
FRA,JNB
DOM,SJU
BRU,BJM
MKY,MEL
DTW,LAX
DKR,ZIG
DGT,MNL
SHE,TNA
YIH,PEK
PAZ,MEX
BZO,FCO
HKG,DAD
EZE,LHR
PEK,HRB
SJC,PDX
FRA,KGS
XMN,CSX
DEN,IAH
ICN,MUC
BIO,BCN
CWB,GIG
FUK,CTS
MAD,DFW
RVE,BOG
CPH,PMI
ATL,ABE
EIN,GRQ
SSA,CGH
NMA,LED
HKT,ICN
CAN,LAX
SHE,MDG
DAL,SFO
PTY,MIA
DAC,AUH
IBZ,BRU
HGH,SYX
MSY,IAD
ADD,KGL
BQN,FLL
BOM,JED
ATH,PHL
GNY,ADB
KRT,ADD
LBA,TFS
JED,SHJ
LRH,STN
BGY,WMI
CMH,TPA
STT,FLL
FLL,RDU
ILM,CLT
NRT,TPE
HAM,DUS
MTY,BJX
FOC,TSN
CMH,ATL
HEL,BRU
EGC,EMA
ORD,YEG
JED,MCT
SAW,SJJ
VPS,DCA
LIS,MXP
BRU,TLS
IGR,SLA
RPR,BHO
VXO,BMA
DUB,ZAD
MAN,RYG
PEK,HLD
SJO,LIM
FLL,LAS
TXL,IBZ
ESB,TZX
SIN,ICN
TIM,DPS
XIY,FOC
TSF,LWO
SHJ,NBO
GRU,MUC
SFO,ATL
LJU,TGD
SAW,GZP
KUL,BWN
DFW,ATL
ORD,JFK
TNA,SZX
BUD,BRU
HUN,KHH
PNI,KSA
WUH,INC
NBO,BKO
PHX,MIA
KMG,KHN
VFA,JNB
TYS,MSP
YEG,YQU
DCA,ISP
TLV,AMS
DEN,ATL
DFW,FAR
SZX,XIY
BCN,MAD
HKG,XIY
GUW,ALA
LAS,MCO
BEG,WAW
PHL,CVG
DAD,SGN
AZA,SGF
LAS,YYZ
BKK,CAI
MEL,PVG
PHX,ZIH
MAN,LHR
GVA,DBV
LYS,GOT
ICT,ORD
KWE,LJG
BUD,CRL
ORY,OUD
TUC,AEP
CRL,BDS
SFB,TRI
FNC,LIS
TOS,LKL
DEL,CDG
SJO,MIA
BRU,RHO
CGB,CGR
BSL,FUE
BCN,KTW
BRS,ALC
CGK,BKS
JUZ,NAY
FOC,HFE
PTY,MEX
HBE,CAI
AGP,MUC
SFO,HND
DEN,FMN
ZRH,LPA
GCI,ACI
NNG,HAK
MIA,LIR
STN,GDN
YYZ,CLT
ADL,SIN
URC,OSS
NTL,MEL
CMH,DEN
CLT,PNS
DUS,PMI
BLQ,BCN
STR,SAW
SIN,LHR
AMS,OSL
HAM,IST
OZC,CEB
YQB,YGR
FOC,TNA
RAP,ORD
DLM,LBA
JNU,SGY
MST,OPO
CCS,VLV
PEW,DSK
SJU,ORD
PIK,IBZ
PVG,KWE
PVG,KMG
LUX,RHO
BVG,VDS
CSX,KMG
NCE,LTN
PMI,STN
FSP,YYT
VLC,CDG
DFW,LAW
DKR,CKY
LYS,MIR
CTU,BOM
LGW,OSL
PFO,MAN
ADL,PLO
CAN,JZH
DSN,CKG
HKG,DPS
AMD,KUL
PDX,YVR
MCT,AUH
LEX,FLL
CGN,OLB
LUW,UPG
KKN,ALF
MHQ,ARN
RNS,MRS
FUK,KMI
BKO,DKR
LHR,FAO
LIM,MAD
ACE,ZAZ
MIA,LIS
TXL,SCN
DUS,OSL
AKP,FAI
DXB,AWZ
KTN,SIT
IAH,CLT
CGN,ZAD
LHR,LBA
HAU,CPH
GCI,JER
MSY,LAX
DPS,SUB
EIN,BEG
CDG,AMM
FNC,BHX
GVA,BIQ
ODS,IST
AMS,MAD
FAO,FRA
MKE,DCA
IXE,BOM
GIG,CWB
LED,PEE
RHO,JKH
LGA,MCI
SIN,IPH
CIA,AHO
SDQ,MAD
YYZ,CPH
WNZ,SZX
IAH,GCM
QOW,LOS
DLC,TAO
SJO,EWR
WAW,ZRH
MSP,GEG
PLS,JFK
NAY,AVA
YYZ,LIM
TPE,JJN
LEJ,STN
VIX,VCP
BHX,HRG
HNL,LAX
SEA,KTN
GIG,SLZ
PMI,MAD
PKC,VVO
HAJ,SAW
RJK,NYO
SFO,JFK
ICN,LHR
NKG,TAO
CWB,EZE
YVR,LHR
PVG,CKG
TSA,TTT
SOU,LRH
ICN,SEA
ACE,BCN
PHL,AUA
LAX,AKL
ORD,FCO
CDG,TGD
YEG,LAX
ITM,AXT
YYC,CUN
OVB,KBP
OVB,SGC
LAX,MEL
STT,PHL
PHL,SXM
PIT,PUJ
SHA,TSA
LTX,GYE
SZB,USM
PRG,SXB
PMI,TLS
WAW,TLV
PVU,AZA
GIG,EZE
FNC,LUX
SAP,TGU
IDA,DEN
TRD,GDN
BOM,DXB
IST,MED
PHX,PDX
SPU,LYS
SNN,BHX
VIE,JTR
IAD,MSP
NRT,CEB
NVT,CGH
IAH,MLM
ADD,JIB
CMH,EWR
YUL,POP
DUS,AGP
CEB,MNL
JHG,LJG
OAK,PHX
BKK,RGN
YUL,YWG
ORD,GRB
DXB,BGW
MUC,PVK
TSE,PWQ
ZRH,BKK
BWI,NAS
DEN,PSP
FAO,NCL
SZX,KWE
PVG,MNL
LHR,ARN
KIX,GMP
SJO,TGU
LGI,NAS
AUS,ATL
NBO,JIB
ALA,DYU
MUC,AYT
ZAG,AMS
YMM,YEG
GLA,IBZ
FUK,DLC
YSG,YZF
HAN,NRT
GCI,SOU
PMO,AMS
AGP,BRU
DUS,DBV
YNT,CTU
SHA,CAN
MCO,LGW
BWI,PUJ
LIS,DXB
DMM,RUH
BIL,MSP
MAB,BEL
BZN,DEN
AMM,SSH
SJU,EIS
FLL,YYZ
JFK,DUB
STN,BOD
GYD,KBP
PPT,RVV
KWE,WUH
ATH,JSY
CPH,ORD
ATL,MDT
KMG,CGD
LAX,ORD
GDL,HMO
YYZ,DTW
NJF,DXB
SJJ,SAW
CAI,HRG
JMU,PVG
SVX,RTW
NBO,EDL
