source_airport,destination_airport
SDJ,KIX
TLV,ARN
EVN,VOG
SZX,LHW
BSL,LHR
BAV,URC
JIB,ADD
BOM,JAI
BOG,VVC
AEP,MDQ
MSP,OAK
ORD,DEN
DUS,CAG
YYZ,SNU
FLL,MBJ
CUN,ORD
TPA,ATL
KUT,KTW
COO,DKR
BOS,MSY
BIK,DJJ
ASF,SVO
YYT,YOW
HET,TNA
WAW,NYO
LJG,TNA
KGL,EBB
YYZ,VIE
URC,CGO
BKI,SZX
BCN,WAW
ORN,MRS
KGD,DME
ATC,NAS
PER,LEA
BJV,SAW
OVB,KRR
ORY,DKR
DAC,JSR
ESL,DME
BRU,VCE
AYT,MUC
ATL,MLI
TFS,STN
PHL,LAX
AMS,LIN
LAE,HKN
WUH,CIH
DFW,ELP
AMM,EBL
AGP,SXF
DCA,ROC
BVC,RAI
SEA,ATL
HRB,CZX
HAJ,FCO
TMC,DPS
FCO,LIN
BWI,JFK
YUL,JFK
THR,MRX
PHX,LHR
SGN,KUL
LXR,KWI
CKG,CGO
WMO,GLV
HOU,BWI
VIE,FLR
SEA,HNL
BRN,IBZ
HGH,FOC
MYD,WIL
ICN,ORD
DTM,AGP
MST,AYT
PER,SIN
CUN,ORD
LHE,ISB
LHR,BEY
CKG,FOC
SYD,NKG
YYZ,NRT
DUS,FUE
OUA,NIM
YXL,KIF
JNB,SIN
LBA,BHD
INC,WUH
YYZ,YUL
CTU,KHH
SZG,VIE
MMB,HND
CGO,LHW
HGH,SZX
ORY,AGA
ZRH,BKK
BCN,GOA
BCN,BRU
MAD,PHL
BOS,PHX
ZRH,SUF
BDS,STN
AKL,SYD
MEX,LHR
BRU,CTA
AMS,BSL
FOC,CKG
VLC,CMN
SOF,FRA
LAS,MKE
KEJ,DME
RGN,CNX
DFW,GRU
IVL,KTT
AEP,POA
LGA,CMH
YYZ,HOG
RIC,MCO
MYJ,NGO
BNE,PQQ
NAN,AKL
JJN,PVG
ATL,CHS
SFB,GSP
RVK,TRD
HER,BOD
IAD,LHR
GDN,BCN
CPH,SVO
NRT,BKK
ADD,MQX
CMB,SEZ
CIH,HAK
CCS,MEX
YTL,YER
FOC,KHH
BKI,MNL
EMA,ALC
BOM,COK
ELC,MNG
DCA,GSO
AMS,AGP
CTS,OKJ
NCE,FCO
BHX,MAH
TRK,BPN
LIS,LYS
BSL,PRG
SPU,VIE
KUL,FOC
ORF,DCA
FRU,SVX
RSH,BET
OVB,DME
RHO,AOK
AIN,BRW
VRC,MNL
GSP,DTW
YEG,YWG
SGN,BKK
KHI,RUH
ZRH,ZAG
BIO,AGP
CDG,SEA
PEU,TGU
ORD,YYZ
DTW,LAN
NKG,CAN
TRD,TRF
MAA,MCT
LIS,OPO
FLR,PMO
AAL,CPH
RTB,SAP
NAY,JUZ
MED,ESB
FCO,SOF
SGN,AUH
JFK,CLT
LPL,FUE
PMI,DTM
FSC,ORY
SHJ,KBP
GDN,NYO
BHM,DTW
PIE,MDT
BES,LYS
SLC,IND
CGQ,CGO
MAN,SVG
YUL,BDL
CTU,HGH
BKI,SZX
JER,ORK
SIN,WUH
LPB,LIM
CKG,PVG
IAH,DEN
DEN,DRO
JAC,SLC
ASU,EZE
BCN,LGW
BUN,BOG
HGH,URC
BSO,MNL
FCO,YUL
YUS,XNN
STN,PMI
DBV,AMS
FOC,BKK
MID,MEX
OPO,STN
VLC,ORY
