source_airport,destination_airport
TRU,LIM
ZRH,LHR
LSC,CJC
LHR,HAJ
ABZ,LHR
ORY,LPA
SIN,BDO
ORY,FCO
YMT,YUL
TSN,DLC
STR,ACE
AMS,BKK
TAE,ICN
PNH,VTE
DUS,LUX
MHD,DMM
AYT,HAJ
CFE,AMS
YNZ,HRB
KHN,PVG
BHX,ALC
MAN,ZTH
RAO,SJP
HGH,HKG
IMT,RHI
AKX,DME
AUA,MIA
NAG,PNQ
TFN,MAD
FRA,PMI
FNT,ATL
DEL,IDR
CGO,HRB
TSN,XIY
KTG,PKN
RIX,OSL
ASB,LHR
FAI,AET
RUH,SSH
HND,CTS
BOG,FRA
BLQ,LHR
STR,HAJ
HEH,RGN
MHH,NAS
LAX,LIM
KIX,OKA
MRU,PER
ORD,FLL
SVX,EVN
MEL,MCY
LAX,HKG
MUC,SIN
LGW,LPA
THR,KIH
AMM,JFK
YYT,LHR
FRA,GVA
HOU,GSP
PVG,MNL
MEL,HBA
KVD,LED
ATL,LAS
TUN,LAQ
ROA,ATL
LAX,SAN
BGO,BOO
HKG,FRA
DFW,ICN
AGP,CMN
BLQ,OPO
BME,KNX
MAA,CMB
JFK,SFO
NGO,KUL
YQK,YHD
GIZ,JED
LGW,AMS
EUG,SLC
BRU,ORK
PHX,EWR
HAV,GAO
LCA,BEG
COK,BLR
AGP,LTN
IST,KGL
CMB,SHJ
CMN,ARN
MOL,OSL
DEN,CZM
LED,GYD
FRA,AMM
CZX,SHE
GRR,LAS
DWC,MRV
FAO,GRQ
HNL,ICN
MVD,MIA
AGA,BRU
IAS,OTP
DME,GBB
LIS,BVC
EWR,LHR
IRZ,TFF
TFS,BHX
MZT,LAX
DLC,HRB
RUH,SAH
VNO,EIN
LBA,AMS
BOM,CJB
DTW,LAS
CGO,FOC
XMN,HFE
MEX,SAT
PMI,BRN
PER,DCN
TYN,HKG
BEG,OTP
SGN,SYD
NAN,KDV
AXD,JSH
TXL,BCN
PHX,LHR
MHD,DXB
KWI,HBE
SJC,OGG
WRO,WMI
MUC,LWO
BDO,SUB
MPL,ORY
KMG,CGO
FRA,SPU
PPT,AKL
SVQ,TLS
OSL,LHR
TXL,BRI
SXM,PHL
PVG,KWE
SGN,VII
CWB,CNF
OAK,OGG
GOH,RKV
XBE,MSA
MVD,ASU
ICN,ATL
LGW,MXP
MHD,SYZ
CKG,TPE
BWI,ECP
URC,HMI
AUS,MSP
CKG,TAO
BIL,PDX
MAO,PMV
HKG,ZHA
ATL,ECP
KHH,KIX
ORD,EWR
CKG,DMK
IST,VKO
DFW,LRD
TUN,NTE
REP,DAD
WMO,GLV
BSL,MPL
NNG,CTU
ZRH,SAW
PDX,IAH
ITM,OKA
IST,BHX
REP,PVG
HFE,XMN
DXB,LHR
FCO,REG
FLL,GGT
SYD,AKL
BSB,RAO
MXP,RUH
HGH,NNG
GYE,UIO
SWA,CSX
RAO,CGH
MEM,ATL
IBZ,BOH
MNL,PUS
HND,HNL
MAD,CPH
KBR,SZB
AMM,EBL
FMO,AGP
FAO,STR
CCS,AUA
VCP,GYN
RMQ,MFM
SHA,HKG
JRO,KGL
NGO,BKK
AMS,BOS
AJA,GVA
ALC,EIN
MLA,CTA
IAH,CLT
SVO,MRV
LGW,LPA
MEX,GDL
LCA,RIX
PUY,HHN
NCL,DBV
SJO,JFK
LAX,PHL
ZRH,BKK
LHR,BSL
XMN,PVG
LAX,YYC
MIA,POP
DEN,GEG
CDG,GIG
DYU,REN
BGI,LGW
ODS,WAW
NBO,ICN
CVG,RDU
MFM,PVG
VAA,ARN
KCH,KUL
MIA,BOG
MAN,FNC
THR,KSH
DIB,CCU
TOS,BOO
HGH,LZO
DFW,ZCL
NTE,SVQ
FLR,PMO
XIY,KWL
CDG,BEG
BOG,MEX
PEK,JNB
RAK,NRN
FRA,TFS
DME,DYU
LBV,CMN
MSY,DFW
AEP,TUC
KWI,ISB
GUM,TPE
BCN,BRU
SYD,GLT
SJU,BOG
AUS,LAX
TLS,ORY
FOC,TNA
MUC,RLG
CLT,BOS
LPA,OPO
PVG,DTW
ORD,BOS
CKG,SWA
MLM,MDW
PIT,MEM
LOS,LHR
AUH,CMB
SJW,XMN
JFK,SJU
ILM,DCA
CPH,IAD
FRA,KUL
KHN,DLC
JSR,DAC
PHL,SLC
CDG,ZRH
EYK,VKO
CIA,HHN
KWE,CSX
OTP,DTM
TUL,PHX
CDG,HAM
CGN,SAW
MUX,LHE
ZRH,ATH
NAP,BUD
STR,KGS
MPL,RTM
ALA,SAW
SOW,PHX
AZA,FWA
SIN,DPS
WUH,TSN
GYS,SZX
BUF,TPA
UIO,MEC
YWG,YXU
ATL,LGA
AMS,KGL
KGD,KBP
PMO,LGW
CKG,SIN
GDX,KHV
DTM,OPO
JFK,ZRH
BJL,DKR
LGA,EYW
PRG,VLC
HET,PEK
TSE,KSN
BSR,DXB
CNX,PEK
TLL,TYF
RNO,PDX
ATL,PBI
LBV,PNR
RSD,NAS
MVD,EZE
BRE,TFS
CEB,ICN
WWK,HGU
ACC,NBO
ALC,LGW
LYS,CFR
HGH,CTU
TNA,FOC
BDA,EWR
FLR,LCY
JFK,NCE
DAR,JRO
DME,FRU
KWE,CTU
CUN,ATL
PBO,PER
IAH,GRK
KMG,CGO
GNV,MIA
RUH,DMM
CFR,LYS
HAN,BMV
YWG,YRT
NTE,LYS
BKK,CAI
TLS,BRS
KMG,XMN
DFW,SCL
PVG,ICN
ATZ,JED
GYN,RAO
TFS,NUE
SID,LIS
PVG,CTU
JNB,FRW
BCN,OTP
BNE,HBA
SJD,CLT
LJU,ZRH
TAS,PRG
YCU,CKG
PDX,AMS
FNC,BRE
CWA,ORD
PUS,BKK
BSL,MAN
LGW,LCA
FCO,BUD
NBO,MGQ
BGY,FEZ
LGW,ZRH
ATL,CHS
LPL,LIS
PUJ,MSP
LIM,TPP
RYG,EDI
IBZ,LBA
REX,PAZ
OIT,NRT
REX,MEX
REN,LED
KCZ,HND
TSE,LHR
BEL,GIG
IAD,PTY
SAW,BRU
CMN,AGA
ARN,VBY
BCN,LHR
SNA,DEN
ACE,BLQ
YQR,DEN
MSY,LAS
HMB,JED
ATL,BNA
PBI,ATL
ULN,SVO
SAW,DME
GOT,BCN
CUN,TLC
LYS,CMN
NVT,GIG
BKK,TAS
EWR,LIS
HGH,XMN
LGW,SKG
DUR,CPT
IAH,SLW
MSP,LSE
SVO,VIE
SDU,CGH
PTY,MVD
HAN,DME
CMB,CGK
GDL,LAX
KBP,LED
TLL,SPU
LAX,LTO
KMG,SYM
HRG,VKO
WMI,CHQ
YYZ,CCC
SHA,URC
OVB,URC
ORD,JAX
AUH,KUL
CNX,BKK
LHR,MXP
ORD,DSM
DYU,OMS
FRA,PMI
TFN,FUE
HAJ,SKG
PSA,BVA
LCA,AMS
XUZ,KMG
CJU,WNZ
ELV,JNU
TPE,MNL
BTI,SCC
PMO,SVO
AGP,OSL
DLC,CGO
LSI,KOI
FRA,DUB
AEP,AFA
BWN,KUL
DME,TXL
DLC,XIY
HGH,HET
DAL,HRL
MFM,XMN
JFK,CCS
MAN,MJV
NUE,LPA
CFU,TXL
ORD,PIT
SSH,LGW
BRU,FNA
WUS,XMN
ALC,HHN
PEK,SHE
BVA,PSR
BRU,BCN
STN,FAO
PMO,LMP
RHO,DUS
KWL,SHA
PSP,SMF
LHR,MAA
LPB,CBB
LAS,SMX
SUB,JED
BAH,MCT
DEN,MTJ
BOS,MSP
LGA,ROC
STL,IRK
IKT,DYU
MAD,SCQ
DAY,PHL
ADB,HEL
BKS,CGK
KHI,RUH
HFE,PEK
TPA,SJU
JNU,GST
IGU,GRU
LNY,HNL
LGW,PMO
YYC,YXH
SEA,LHR
JNB,MQP
HYN,CAN
KTM,KMG
KHN,CTU
DPS,SIN
VXE,LIS
TPA,BDL
HEL,PRG
BFJ,NAY
NPL,WLG
KHV,BQS
TSF,EMA
LGA,YYZ
SIN,CMB
RUH,HOF
DEN,CVG
ORD,LAX
PHX,MCO
SAN,ATL
SXM,STT
ICN,REP
NVT,VCP
EMA,ALC
RAI,LIS
PBI,ELH
CLT,ORD
ATL,CHS
CRP,IAH
PVG,SJW
DXB,IAH
FNC,MUC
YOW,YFC
LHR,ARN
CTA,LGW
AES,CPH
MNL,ICN
CTU,ZUH
YYZ,ATL
LHR,AMS
TGO,HRB
CDG,FCO
IST,KUL
CSX,HAK
CRK,HKG
MIA,PTY
LPA,BSL
NBO,BZV
BLL,OSL
MSY,ORD
OSL,BOJ
EMA,IBZ
PMI,SOU
RAI,TMS
BKK,FUK
BHM,ATL
CDG,MAN
PDV,HHN
SLP,IAH
TMS,LAD
TIM,UPG
PEK,CTU
IAH,DXB
ADL,PER
BAV,PEK
KBP,HER
PUJ,BOS
MAN,LPA
MIA,DEN
CSX,MIG
LUN,LVI
KCT,CMB
CEB,POM
GOI,BLR
LHE,BKK
CTU,TPE
GVA,OPO
AIA,CDR
ACE,HAM
IAH,DEN
FAO,LBA
MLI,DEN
GVA,AMS
STN,OTP
MUC,PEK
ORN,LYS
PHL,SWF
CJU,FOC
IBZ,MRS
OPO,NTE
RMQ,HKG
TIP,LAQ
TAO,HGH
LUW,UPG
TLS,FRA
MAD,FRA
RMT,PPT
SMF,LAX
DEN,SAN
ASR,SAW
VNS,BOM
CGK,DXB
JPA,GIG
ABJ,ORY
BKK,DAC
CUN,YUL
KIX,HGH
MXL,GDL
YYZ,BOG
CCS,VLV
PEK,ULN
SEA,ANC
BKW,IAD
SEA,YYC
DXB,AMM
SYD,PQQ
PDX,JFK
PNR,LBV
BAH,AUH
SHA,TSN
MED,MUX
CLE,DEN
BRE,TFS
IST,KGL
HKG,CGO
PHX,PSP
ORD,CRW
MIA,STI
TPA,MDW
SUF,CGN
NAG,BLR
ALA,FRU
DJB,CGK
LHR,ABV
ICN,NBO
ORD,JFK
KHH,NRT
TXL,ATH
MUC,MAD
COS,DEN
DME,KSQ
VKO,URS
MIA,SAL
MEL,WGA
CTU,LJG
KBP,ZRH
ORD,SDF
MUC,OLB
LHR,IAD
SXM,EIS
CTS,HKG
LGW,BRI
BHY,CKG
LHE,KHI
SVO,BEG
JFK,CUN
KHH,HKG
KVA,MUC
TPA,BDL
PVG,WUH
IAH,GPT
XMN,NNG
BGY,OTP
MCI,IND
ATL,JNB
GLA,BHD
DMK,KUL
LAX,LIM
DME,KEJ
ABQ,ORD
BUF,ORD
KMG,NYT
HOD,CAI
KWI,MCT
HEL,HAM
TYN,HGH
HAM,NCE
WUH,SHA
JFK,ZRH
LAD,OPO
ORD,DEL
ARN,CDG
MIA,BNA
ATL,AUA
NRT,EWR
HAJ,MAH
BHV,ISB
ORD,ICT
SXF,AGP
HGH,GYS
EWR,ITH
CLT,IAD
CEN,MEX
ICN,LAX
OKA,UKB
HEA,DEL
HKG,XMN
DEL,BRU
HAN,PUS
VIX,GRU
CLT,BWI
ATL,FRA
TXL,JFK
LGA,BTV
THN,BMA
MXP,BEG
SEA,YVR
LIT,MDW
SHA,KWE
SDF,ORD
NUE,SKG
PRG,GOJ
ATL,MBJ
SCL,JFK
DEN,TPA
SLC,SEA
GRU,ROS
TLV,SXF
FRA,TPE
KGL,BJM
RKV,AEY
KND,BKY
KHN,CKG
ATL,TUS
CGH,IOS
MAN,GLA
SHA,CKG
BFS,ALC
VNO,MSQ
IAD,CVG
TLN,STN
AUH,ALA
SFB,GFK
SXF,STN
DME,LED
BLQ,IST
FRA,BIA
KTS,WAA
ATL,PUJ
DEN,ATL
MHD,KWI
CCS,GYE
YUL,YYY
CHS,HOU
MDW,FLL
MCI,PHL
GRZ,PMI
HGH,TAO
SCO,GYD
PAD,PMI
AMA,DAL
YAX,YTL
IST,TBZ
YIH,SZX
TPA,FLL
JFK,BGO
AMS,HEL
DKR,BCN
BEG,SKP
ZAG,BUD
YVQ,YZF
JNN,JJU
IFN,PGU
VCP,VIX
CGK,DJB
BHX,RAK
OPO,EWR
OPO,LIS
STR,GWT
ABA,SVO
HOU,ATL
COK,DEL
ORD,RST
DUB,LEI
LHR,BAH
KMG,PVG
DXB,CMB
LIS,ACC
ZRH,LIS
MEX,MTY
CDG,CAI
DLC,ICN
COR,EZE
ABZ,NWI
ZAD,TXL
PHX,FLL
LHR,DEN
BCN,BRU
ZRH,DBV
FLL,LGA
XRY,HAM
HAM,ALC
CMH,ATL
HET,CTU
BLL,ZRH
TFS,MAN
SJW,CKG
CEK,NMA
HFE,HRB
BFS,BRS
KZN,DME
TAO,CTU
IST,LJU
ICN,NBO
CWA,ORD
ATL,PHX
HEL,KUO
SYX,CKG
HEL,NRK
LED,TLV
YYC,ORD
CMB,FCO
PSA,EMA
SIN,CMB
TUN,IST
DXB,HKG
GOT,HEL
BNE,HTI
ORV,OTZ
FCO,EWR
DCA,ATL
SEA,LAS
ADB,SXB
MEM,TPA
YWG,YXE
SIN,CCU
IAH,ELP
PSP,LAS
SLZ,FOR
JFK,MSY
YYZ,DFW
TFS,DME
CSX,HYN
LAX,SMF
LHR,YYT
CSX,TYN
VLC,FRA
AMS,IAH
ZSJ,YRL
ORD,YYC
LHR,DTW
HET,KHN
KHN,PEK
BKK,BLR
KIX,GUM
FRU,OSS
DEL,IXB
CGO,SYX
EWR,NRT
UNK,SKK
MUC,BOM
BEG,BVA
LIS,NTE
ARN,CDG
GRB,ORD
AUH,CGK
EDL,LOK
PEK,SVO
XMN,CSX
ILM,PHL
GLV,WMO
BGW,SHJ
GVA,OPO
BLQ,VLC
STN,KIV
DXB,BOM
PEM,CUZ
JFK,TXL
ISG,MMY
CGH,POA
JED,NDJ
YQR,YWG
YYZ,IAD
CMB,DMM
OUA,ADD
BGY,ZAZ
BCN,ZRH
DMM,TUU
CCJ,COK
DFW,DRO
DXB,PER
PHX,LAX
MUC,MCT
MCO,SLC
HOG,CUN
TOS,SKN
MDQ,BHI
SDF,DFW
SVO,BKK
WUH,LHW
EWR,LHR
ATL,LEX
DLC,HGH
CNM,ABQ
GVA,FCO
LAX,MUC
IST,HAJ
KUL,DXB
DSN,CTU
IZA,VCP
MSP,SEA
VIE,YYZ
DAD,REP
CKG,KWE
BSB,SSA
MCO,GRU
VKO,PWE
PVG,KIX
LHR,SIN
BCN,PRG
BJA,ORY
PHX,BOI
SSH,JED
BCN,DUS
ARN,VAA
TUN,BRU
SDF,TPA
PBI,ATL
ABJ,CMN
SVG,CPH
LIL,VCE
MDE,PTY
LIS,OSL
LAX,JFK
PVD,FLL
SYO,HND
CTA,LGW
DEL,BKK
ICN,REP
STI,FLL
YKS,IKT
BUS,DME
TPS,AOI
BCN,OPO
SYZ,KWI
STR,EWR
TSN,DLC
OKC,IAH
SAW,DXB
STL,DEN
NKG,CTU
IXB,CCU
DEL,IXJ
NAS,DCA
SNN,NCE
VVO,SVO
STL,MIA
HET,CIF
PDX,OAK
CDG,DUB
MFR,LAX
SZB,LGK
VIE,AGP
BOJ,SOF
MTV,SLH
TSN,XMN
PER,KUL
MRU,CPT
LGP,MNL
SZB,KBR
SFO,PVG
URC,CSX
SAW,OTP
TSF,HHN
CLE,SFO
JMU,HRB
ORD,SPI
MAN,MLA
ICN,BKK
FUE,LGW
IST,ERZ
KHV,IKT
LBA,AGP
SJU,VIJ
MUC,HND
BWI,PHX
PEW,DXB
MAN,TFS
YNT,TPE
MKE,YYZ
TPA,ATL
JNB,DUR
CTS,FUK
LJG,CSX
MIA,NAS
FRA,AMM
BWI,PIT
WUH,SHE
LIS,BLQ
FCO,PMO
BKO,COO
WUX,HKG
MAN,BVA
LIS,BIO
CKG,CGQ
VCP,GIG
WLG,BNE
LGA,HOU
SFO,YUL
POL,JNB
YRT,YFB
CPH,BOJ
VIE,JTR
CPH,FCO
ONT,LAS
HAM,ADB
DCA,ROC
SOF,MAD
TLS,LGW
LAX,DEN
WUH,XFN
YMT,YKQ
ICN,TPE
ADL,SYD
HRB,YTY
CDG,PUF
MSQ,FCO
AZA,RFD
MHH,PBI
ATL,MBJ
IAH,CRW
