source_airport,destination_airport
ZAD,MAN
PLM,TKG
SGF,ATL
MFM,KHH
NCL,CPH
EDI,STN
XMN,KHN
ATL,DHN
ATL,JFK
SVG,GOT
SVQ,LGW
SAL,MDE
CCU,BLR
MSY,PHL
FOC,BKK
MSO,SLC
FLR,BRI
HLA,CPT
LPA,DUS
NGS,NGO
ALG,ABJ
MFU,LUN
UDR,DEL
MAG,POM
JED,NBO
DFW,ATL
HGU,TIZ
AKN,WSN
WUH,INC
LAS,CLT
SIN,KCH
BEN,HBE
SID,HAJ
SEA,MKE
BOS,JAX
DIL,DRW
KIX,CNS
IST,BRU
NAO,PVG
FAO,CDG
RUH,KHI
HND,MNL
YYZ,ANU
ANC,BET
BCN,TLS
OVB,TAS
SVO,ULN
CDG,EVN
YUL,DTW
NNG,CTU
OMS,EVN
LHR,MXP
MUC,DEL
BIA,TXL
SIN,PEK
BHM,LAS
ATH,LCA
EXT,AGP
LAD,ADD
HKN,POM
HFE,KMG
CAI,JUB
TLV,PRG
RFD,PIE
TSE,VIE
RSW,ILG
UPG,CGK
CNX,SIN
GOJ,DWC
NAY,ZHA
TXL,AGP
SYD,KTA
BKK,DAC
TFS,PRG
AAL,BLL
VRA,FRA
RUH,HMB
CMN,MUC
PRG,AMS
DCA,LIT
LPQ,PKZ
MSP,SAN
SDU,VCP
CTU,ICN
TRV,DMM
ALG,BKO
TUU,CAI
PTY,MIA
LIH,HNL
FRA,DFW
AUH,TRV
CDG,EWR
MUC,FUE
CGK,DPS
NAH,MDC
HAJ,KGS
SLA,AEP
SAN,BWI
LHR,TAS
YYC,YQG
BKK,CPH
FDH,IST
OGG,YVR
NAS,RSD
KGL,JRO
SEA,SNA
SHA,SHE
BOM,BRU
FNC,PRG
CGK,PDG
PMI,KSF
YWG,YRL
SHA,PEK
MDW,CLE
KRK,EDI
FOC,CGK
DFW,OGG
GCI,DNR
BKK,TPE
LTN,AGP
HGH,HAK
TAO,WUH
BEL,STM
CSX,XIY
AWZ,IFN
HRB,PVG
DFW,QRO
ATW,AZA
HAM,BCN
ATL,FPO
LAX,LAS
BZR,LTN
XSC,GDT
TFS,ORK
HSV,IAD
CUR,BON
BIO,AMS
IST,YYZ
ATL,SJC
OTP,ZAZ
VPS,ATL
BEG,LHR
BKK,PVG
MAN,CUN
HAJ,FCO
WUH,ENH
HRB,HLD
ORY,BLQ
DFW,LIM
MSQ,HAJ
DUR,ELS
FLL,ORH
YVQ,YEV
RDZ,DUB
KMG,SHA
CGO,KHN
GYN,CGH
CMB,MLE
HFE,CSX
GYE,PTY
SGN,BKK
ICN,PEK
LAX,YVR
EDI,POZ
CEB,MNL
VNO,BCN
KBP,FCO
JRO,ZNZ
CAN,NRT
JAI,DEL
AMS,BCN
ORN,BCN
RDU,IAH
YUL,YYZ
IBZ,PIK
PRG,TXL
SLC,PVR
FOR,REC
CUN,MCO
MLE,CMB
PIT,PHL
FMM,HAM
MSY,ORD
SAN,DCA
SVQ,BGY
JRO,NBO
CVM,MEX
XFN,WUH
ALC,CWL
PMI,SCQ
PNZ,SSA
HAU,CPH
ISG,KIX
CAN,KOW
ENH,WUH
BWI,MDW
IST,KWI
KBP,TLV
MCI,DTW
JED,BOM
BEY,AMM
CSX,DSN
DTW,CDG
MDW,ATL
YTE,YFB
SJU,DOM
MIG,PVG
SDQ,ANU
MCO,MSP
FWA,DTW
RYG,CFU
ATL,CSG
NAN,MEL
XIY,TSN
BWI,OKC
MPL,CRL
FLN,AEP
NNG,HFE
FRA,TXL
VLS,VLI
YQB,YZV
WUH,XFN
BKK,MDL
MAD,TXL
LGW,TFS
DUS,DRS
BRU,FLR
DFW,YUL
SYD,MEL
EIN,RTM
MKM,MYY
CLT,TPA
SDF,EWR
BHX,AMS
MAD,IBZ
NBX,DJJ
YUX,YFB
FRA,AMM
BOM,TRV
ORD,AMM
CTA,BRI
MRS,TUF
ALA,FRU
WAW,RIX
DLC,SJW
RDU,ATL
IST,AYT
NNG,PEK
FRA,NAP
CFU,MAN
LPA,VIE
YYZ,AZS
DUB,YYZ
CHC,OOL
HKG,WNZ
HAK,CTU
BLZ,NBO
HFE,XIY
ROA,ATL
BLR,MYQ
CBB,CIJ
AMM,TIP
LGW,MCO
GST,HNH
GYN,CGH
GVA,BIQ
WNZ,KMG
ALG,MUW
OTP,LIS
HER,BRS
HBX,BOM
SYX,NNG
ATL,SLC
FUJ,FUK
EMA,LCA
ATH,LHR
BNA,MDW
ORY,MPL
PIR,HON
LEJ,BCN
ATL,RSW
BCN,MUC
MUC,ORD
ORD,MQT
LHE,DEA
CTS,SDJ
GGT,NAS
CTU,CAN
YCS,YZS
SFO,CUN
CGK,SUB
AKJ,TPE
WNZ,KMG
BOS,MAD
YNT,TPE
MAN,JFK
PSP,SFO
DFW,MSP
KTA,PER
SFO,LAX
CUN,YUL
MCI,BWI
MEL,LAX
LAX,MRY
FUK,CJU
DCA,CMH
BEY,ACC
AMH,ADD
ZAD,PUY
MDW,PDX
BKK,RGN
SJC,SNA
CAN,TNA
JIB,MGQ
GRR,DEN
MKW,UPG
DAC,KUL
ATL,BZE
PMO,LGW
TLV,BKK
DBV,STN
BGY,VNO
SIN,BKK
JAX,PHL
KEF,ZRH
SJU,AZS
MXP,PRG
DLE,LIS
BEY,CMN
TLV,PHL
KMI,FUK
BUD,FRA
CCJ,RUH
JMU,PEK
GFN,TRO
UPG,GTO
CDG,CAI
SYD,SCL
GYD,MSQ
NIM,OUA
HRG,LGW
TAO,CKG
AMD,MCT
ORY,DZA
TUN,BEY
TAS,FRA
IAH,MEM
LBA,DLM
YWG,YOW
VRA,CUN
LAX,LAS
FRA,CUN
ATL,RDU
BZG,BHX
YUL,YTZ
RHO,HER
ACC,ABV
GAM,SVA
ESB,ERZ
VIE,KBP
PHL,SLC
ORY,SCU
OAK,OKC
TPA,ATL
MSY,DFW
WAW,VIE
VCA,PQC
BRN,PMI
PMI,MAN
MFE,SLP
BEY,FRA
LAS,SJC
ZRH,FLR
BIA,NTE
GRR,ATL
OSR,CDG
CGK,DPS
MHD,UET
HND,ICN
MSP,PHX
PTY,UIO
MEL,ASP
ATL,EVV
CHC,MEL
ORD,FWA
CKG,XIY
ERF,AYT
EBB,JRO
BHD,INV
CAI,AHB
YKQ,YNS
RMQ,PVG
VRN,KIV
GRU,EZE
JNB,LVI
DME,BTK
BSB,SSA
SIN,RDN
MKE,YYZ
CCU,VTZ
VKO,MRV
FPO,CLT
OSL,BCN
YUL,YZV
KSH,THR
MSP,BDL
YXC,YVR
KUL,SIN
CUU,CUN
LAS,YUL
CAN,NGB
BYC,SRZ
MEL,AKL
DUB,CRL
RSW,LGA
CJU,CJJ
DTW,AMS
SEA,PSP
NCE,VIE
PVH,CGB
JKL,ATH
HKT,KUL
CDG,GRU
TPE,HET
NBO,LLW
MSP,LHR
CSX,CKG
TXL,FCO
CLT,CDG
BMI,DTW
SUV,SYD
CAG,PSA
MAN,DUB
VNO,BGO
ADD,LUN
KHN,CKG
LJU,WAW
TYS,PIE
HAM,CPH
MSO,DEN
ORD,PEK
SAT,ORD
SZX,DAX
BCN,RNS
ORD,YKF
JFK,BCN
ATL,AGS
PVG,NGO
CDG,IST
SEA,STL
BKI,PVG
CDG,PNR
SVO,CTA
ANC,VDZ
DEN,SAT
BLR,IXE
DUS,RHO
NRT,SIN
CCF,DUB
GDL,SFO
UKK,TSE
COS,ATL
HAM,WAW
LHR,GYD
CGO,KWL
PHL,MCO
BNA,LAX
KSD,ALC
HMB,JED
TXN,HFE
MAN,SID
COO,ABJ
PNK,CGK
SAW,ESB
BEY,LHR
PRG,TLV
ORD,MAN
BDL,BWI
PEK,LAX
IAD,RIC
LAS,BOI
ATL,HNL
LHR,LIS
MAN,YYZ
CAI,FRA
KTE,SZB
CGN,HAM
CUN,MID
MEM,LGA
PEK,SYX
ATL,BDA
OMA,ATL
DEN,DIK
CIA,EDI
FAI,HKB
KHI,BKK
PRG,AMS
DEN,MCO
LIS,YYZ
BSL,STN
BOH,PSA
FRA,YOW
TNA,SHE
RMQ,XMN
BNE,HKG
TSN,CSX
DLM,BFS
DAC,CXB
BKK,DAC
JNB,TET
BRU,VIE
JFK,BOG
JAV,JEG
ZUH,TSN
ACE,EMA
DUS,BCN
AEP,PDP
FOR,BSB
TOS,TRD
SXB,BIA
PVG,SHP
CDG,BZV
FIH,KND
PDA,VVC
PRG,HEL
SBH,SJU
SCQ,LPA
SCQ,MAD
ATH,CAI
MUC,PEK
BRS,CHQ
ORD,SAT
VTZ,BOM
AGP,BCN
SAW,ADA
SAW,ASR
PHL,TLV
CRL,GRO
EZE,GRU
LAX,SYD
DTM,SAW
CPH,BRE
ALC,BCN
BUD,CGN
LGW,MRS
LBB,DFW
BOS,PBG
RAO,BSB
LIN,ARN
KWL,PEK
PEK,DXB
UNK,SMK
ORD,SJD
CAN,TAO
SID,AMS
SVG,SZZ
NAY,ACX
DTW,SBN
ARN,TKU
AGP,LGW
DPS,DMK
PEI,BOG
MAN,UVF
VIE,OLB
DEN,AUS
CFU,LUX
MRS,LGW
BAH,MNL
KWL,KMG
BKK,DME
MSY,MDW
PMO,VRN
TRZ,MAA
LIS,TMS
WIL,UKA
PEK,INC
XMN,ZUH
YMM,YQF
ATH,FCO
NNG,KHH
FNA,ROB
STN,BOD
FLR,VIE
ABJ,OUA
DAR,JRO
DEN,AMA
MIA,CWB
SIN,HAN
EVN,KBP
DEN,MSP
RIX,EMA
LIR,ATL
AMS,BRI
SXM,CLT
TPE,HKG
PTY,MIA
NRT,DFW
KWE,CKG
RJH,DAC
KWL,PVG
KMG,TPE
IAH,DME
AMS,YYC
CAN,LAX
TPA,DAY
ATL,XNA
MNL,ICN
DFW,TXK
PVG,SYD
ABQ,LAX
DXB,HKT
SLC,DFW
CTU,ZYI
HHN,SUF
LHR,MIA
NBO,JIB
MUC,ORD
GLA,EXT
UGC,DME
LAX,YYC
CDG,CPH
NAN,CHC
IKT,ULK
KRT,DXB
VKO,VCE
LED,KJA
SGN,CAN
SAH,ADD
DBV,BHX
CWL,AMS
HKG,ICN
CDG,BSL
SJC,DEN
KUL,SIN
CUN,HMO
ESB,DIY
JHG,KMG
CID,ATL
GLA,TFS
IAD,CPH
LUN,HRE
GVA,DUS
TUN,LHR
JFK,HKG
NRT,TAS
BOM,SXR
NNT,DMK
MCO,SWF
TUN,GAF
BQL,ISA
BEN,SFA
JJN,HSN
LDY,BHX
STL,DEN
AXU,ADD
ORD,MSN
BUD,LTN
CKY,OXB
DTW,AVL
DUB,MAD
SAT,JFK
SXB,BOD
PDX,CLT
GRU,LIM
WNZ,SHE
MAD,VGO
YVR,HND
MFM,NGB
BNE,NAN
TFS,MST
HLD,PEK
MAD,LIS
HAK,FOC
LIS,BOS
HND,KCZ
CRD,REL
MAD,LOS
SVO,NOZ
XFN,XMN
DEN,CUN
SCL,LIM
ICN,BKI
HEL,ARN
LHW,URC
LUM,KMG
YVR,AMS
OMA,SEA
HGH,PEK
STN,HAU
IST,SIN
GRU,SDQ
TFS,LGW
ORY,MAD
PHX,LAS
YQU,YYC
ESB,VAN
SOF,SXF
ROB,ACC
BIL,SEA
BCN,AMS
ORN,CDG
BPN,TRK
SAW,DME
GLA,GDN
TOS,LYR
NCL,DLM
KWI,BKK
LAX,GEG
NMA,LED
SYX,HGH
TAO,PUS
CJC,LSC
MIA,GNV
AUA,MIA
KUN,TPS
SDJ,FUK
DEN,MCK
EDI,GSE
VVO,ICN
SJU,STI
POM,SIN
HER,MUC
LAX,PVR
ISG,MMY
SHE,WUH
TJU,DME
MAN,YYC
RUH,ISB
MMY,OKA
KHI,PEW
REP,ICN
VCE,BSL
FRA,ATL
LAX,PVG
MAG,VAI
SRX,TUN
SNN,EWR
CUN,PIT
PIT,DEN
ATL,EWR
WNZ,KHN
VER,VSA
PVD,TPA
TAS,SVO
ATL,MBJ
ANC,PHX
CGN,BCN
CTU,KHN
JED,AJF
CAN,KUL
YEG,YYZ
OIM,HND
ZRH,FCO
CCU,IXS
LGA,BTV
PZU,KRT
LBD,KJA
DEN,GTF
CMI,ORD
HAJ,VIE
YVR,MEX
DEN,LAS
ADD,DIR
CDG,SCL
MNL,DGT
SIN,KUL
JZH,CTU
BSL,ZQW
YGH,YEV
CSX,TNA
MNL,PPS
CKG,XIY
JED,DXB
ABJ,BKO
PGK,PLM
PEK,WUS
DSM,EWR
ABZ,BHX
MAD,PHL
PLS,PHL
CPH,PRN
ATH,GVA
PUS,TAO
YYZ,MUC
DEL,RPR
CUN,MEX
TLC,GDL
PUS,TAO
BOM,CCU
RHO,GLA
SSH,LGW
IAD,MIA
EBA,ACH
SIN,REP
SAL,CUN
DUS,STR
ICN,MYJ
BNS,CCS
DTW,DEN
PEK,LHR
KHN,CAN
SIN,BDO
SYX,WUH
ADD,KGL
FMM,PMI
MSN,SLC
DRS,HRG
TAO,CTU
AUH,BLR
IND,PHL
BEG,TGD
NAN,VLI
AUH,JNB
RUH,CGK
MEL,KTA
UAH,NHV
ELM,PIE
NGO,FUK
CLT,DEN
SPU,HAJ
SKP,FCO
TNA,CTU
CCJ,BOM
LAX,PHL
ABD,THR
JFK,KBP
MAN,NCE
YPM,YXL
SHA,JDZ
YTZ,YSB
LGW,PRG
VRN,MUC
NAY,AVA
OGG,LAX
ABJ,CKY
PHL,IND
BOS,CLT
DAL,MAF
PEK,HKG
AMD,DXB
IAH,YYZ
CGO,DLC
ICT,DFW
MAD,ALG
WAG,AKL
DSM,DCA
HRG,HAM
COQ,ULN
KUN,CIY
KWI,DXB
TER,LIS
IST,CAN
BHX,AGP
ORY,ALG
CNS,GUM
JED,AUH
SVQ,ORY
