source_airport,destination_airport
STX,SJU
FCO,BZO
DME,TFS
NRT,DUS
KJA,NMA
MSY,LAX
BPN,JOG
LVI,MQP
BKO,DKR
MUC,IST
ORD,MSY
ICN,DTW
MGF,CWB
FAT,DEN
LAX,GUA
MKE,DFW
CRW,ATL
MIA,IAD
MDW,SAN
ORY,CLY
BLR,SHJ
BOS,PDL
KWI,BOM
LYG,DLC
HGH,FOC
MEL,CTU
TUS,LAX
PEK,PVG
MIA,STI
STR,BCN
CGO,BKK
ETH,SDV
MKE,LGA
MHD,ZAH
LPM,NUS
TZX,IST
MLA,SAW
IKT,BTK
BRS,MLA
IEV,CGN
LHR,LIS
DYU,AER
OND,ERS
LHR,JFK
CKG,DYG
LAX,LIH
TUS,LAX
COK,KUL
CEE,HEL
BKK,BOM
YYR,ZUM
DIY,IST
SHJ,SKT
BOJ,LED
CLT,SAT
MAA,IXZ
PHE,DPS
DEL,IXL
TBG,POM
KBP,DXB
ELH,PBI
PNS,MCO
ZRH,PUJ
BCN,BRU
MNL,KIX
AZD,THR
BNA,DEN
MLA,CDG
SVO,CAN
MIA,ATL
MEL,DPS
LJG,SIN
OAK,PDX
SOF,DWC
LAX,PWM
HNL,CXI
CGQ,CGO
KGI,MEL
TNA,WUH
FLR,FRA
ASR,AMS
BSB,GYN
LAX,PIT
IBZ,AMS
SVX,HEL
SYR,PHL
ESU,ORY
LJG,ICN
RUH,LHR
FRA,BCN
HND,MYJ
AUA,IAD
BKK,MEL
WUX,SZX
HAK,CGO
PIT,PHL
KIX,OKA
DFW,LRD
DXB,SGN
ACY,ORD
CVG,JAX
BKO,CMN
SSA,SDU
SEA,AUS
KIX,GMP
PVG,CDG
TSR,BGY
SYD,HBA
CMB,MLE
COO,DKR
AKL,SIN
DLC,XUZ
PHL,SYR
PIT,LGA
DFW,SAL
BKK,VTE
SLZ,FOR
ICN,HSG
OIT,ITM
LAS,OAK
NOC,MAN
XIY,DAT
NNG,CAN
IST,OSL
SYD,BNK
FAT,GDL
MJN,DZA
DFW,TYS
YYC,JFK
SVX,KBP
BLQ,TUN
LHR,ARN
ISB,RUH
YIW,LYI
CLT,ROA
ALA,PRG
SIN,CRK
SDU,IOS
HUY,ABZ
ZCL,MEX
SZX,LZH
PVG,TAO
SGN,PUS
XIY,UYN
FRA,GIG
SEA,EUG
ELH,FLL
PVG,NRT
CAI,EBB
CDG,MXP
GVA,FCO
BKI,TWU
CDG,GOT
MYJ,NRT
TPA,LGW
MAN,DME
LGW,RAK
MXP,MRS
AUH,CDG
YNT,ICN
STL,BOS
AGT,ASU
LUN,AMS
BUS,DME
LIM,ASU
CHQ,EIN
SRG,PKN
GHB,FLL
CCU,MAA
KIV,FCO
AYT,CPH
FNA,CDG
DTW,PHX
DME,KUF
SJU,PTP
ORD,XNA
LBA,PSA
KIV,MXP
YYC,LAX
CAN,XIY
KHN,KMG
PSA,MLA
CSX,FOC
ORY,LIN
KUL,CTU
MIG,CGO
FLL,KIN
BGO,AMS
BBI,IXZ
CAN,HGH
UFA,LED
LAS,PSC
KGS,MUC
AUH,NBO
ISB,BCN
HET,TGO
OTP,TSR
CDG,LED
XUZ,DLC
ICN,SFO
MYY,BBN
NNG,TPE
XIY,KWE
JFK,KBP
TPA,ISP
CRL,ZAZ
AMA,DAL
SON,SLH
MNL,HND
BLR,MYQ
LPL,IOM
IND,JFK
MUC,BRU
CPH,BRU
LGK,KCH
CRL,PGF
BGY,WRO
PUS,XIY
TPE,HAN
DJE,NUE
LHR,MUC
PIK,LPA
GVA,OPO
BRI,LGW
CID,PGD
YXU,YYC
IBZ,BOH
AUH,IAD
TLV,MXP
BDO,DPS
YNC,YKU
CAI,YNB
TLV,CPH
PDX,DFW
LGW,AAL
SYD,KUL
SMF,MDW
SHE,JMU
BOD,NCE
ECN,AYT
CDG,VIE
BHE,CHC
NCE,LED
NAS,RSD
PMI,FDH
PVD,DTW
BDO,BTH
CGO,TPE
MCO,SAT
HKG,CCU
CGN,BUD
DAR,MYW
KIX,SGN
CNS,AUU
YWG,YRT
POP,ANU
FRA,SFO
ICN,CDG
ZAD,WAW
LPA,EMA
ORY,DBV
FUE,VIE
DUB,KIV
OME,GLV
SIN,BLR
SVO,KEJ
BOG,PPN
CLT,PIT
ORD,MSP
CGH,FLN
LJG,KMG
IAH,ORD
TAO,JXA
BSB,GIG
CUN,CVG
PIE,TOL
GVA,PRG
AJU,GRU
MIA,CVG
PTY,GYE
FRU,SVO
XIY,URC
SMF,CLT
FUK,SIN
DFW,MAD
FLL,MCO
PVG,JMU
FRA,MAN
MID,IAH
PMI,GVA
MDW,IAD
GVA,IST
RNS,TLS
MIA,DFW
XMH,RGI
TVC,ORD
YEG,YXJ
DLA,BZV
FCO,IST
CUN,MEX
KOE,SUB
DBV,RJK
MAO,TFF
SLA,AEP
TFS,LGW
MAN,IBZ
PBI,TPA
XIY,XNN
HTI,MEL
LYG,NAY
IAH,DTW
ZAG,IST
BKK,CAI
TPE,SDJ
MEL,HNL
SLC,MEM
CGK,PER
HSL,HUS
SHJ,YNB
UVF,GND
LHR,ATL
RTM,BCN
DME,UFA
ATL,DAY
LGW,AYT
BFS,AGP
LED,VOZ
RSW,MSP
LYS,ATH
NRT,DLC
DEL,BKK
WUH,INC
ACX,PVG
BCN,KBP
FCO,SOF
TXN,ICN
SAL,BZE
IAH,CUN
MHD,ZBR
CAI,SXF
KHN,TAO
PEK,YNT
SKG,FRA
GXF,SAH
BWT,MEL
EBL,ADA
LIM,PUJ
DAY,DCA
SFO,SMF
DLC,NKG
TJA,BYC
MIA,ATL
MUC,LEJ
GAL,KAL
PHL,PBI
COS,DEN
ZRH,BHX
CGB,BSB
CKG,LXA
HKG,ORD
YIH,CKG
SAN,PHX
FRA,SGN
PRG,DUB
IST,PRN
LGW,ERF
IBZ,RTM
LUX,SCN
ANC,SDP
ABJ,DKR
MAO,MIA
ALC,EXT
FAT,SEA
BSB,OPS
SJO,GUA
YXH,YYC
CGO,HRB
ADB,TZX
CHQ,VIE
FCO,DUS
YQZ,YWL
DOK,DME
MAN,DLM
ARN,UME
ARN,TRF
ASR,ADB
AZI,FJR
GDN,AES
MAN,DBV
PER,JNB
FRA,IBZ
HGH,KWE
KTW,BHX
MCI,MKE
TLS,BRE
DPS,NRT
AUS,DTW
PEK,BKK
CTU,YIH
KMG,DXB
HAK,FOC
FAO,LGW
MAN,SXF
DCA,YYZ
UIO,GYE
PEN,USM
SZX,SIN
LYS,YUL
XIY,KMG
LEJ,DME
KUL,AUH
LHE,DXB
JZH,CTU
OPO,BSL
NAS,GHB
PGV,CLT
EWR,SEA
CAN,IKA
YYC,YZF
TAO,FUK
NUE,OLB
FNT,MCO
AEP,SDE
NGO,BKK
HAJ,PRN
OVB,KBP
CDG,PHL
BCN,WAW
HFE,KMG
ZNZ,DAR
GVA,AMS
KGL,LOS
SCL,SSA
NCE,AJA
JNB,KGL
CZM,ATL
GMP,USN
CCU,IXS
NDJ,NIM
MSP,IAD
STR,FCO
BRE,TFS
LYS,MXP
BSL,BCN
RDU,ORD
DFW,SFO
LED,MXP
GVA,OPO
GRZ,DUS
GOT,BMA
EWB,HPN
KSC,BTS
CPH,VNO
ALC,PMI
LIM,CDG
DUB,FRA
FAO,DUB
HGH,HKG
HKG,KWL
LPL,RHO
CLT,HPN
IST,TLV
BNE,ISA
SIN,BKI
IAD,HNL
YYJ,SFO
BSB,MCZ
CPH,LAX
SLC,RAP
BOM,CCU
YYC,SAN
LHE,AUH
HFE,PEK
FRA,CPH
YUL,ORD
HNM,OGG
IBZ,BRS
WUH,HGH
SFO,MEX
SAT,LAX
PEK,TLV
WLG,IVC
CVG,PUJ
BIO,LIS
JFK,MAD
OSL,SVG
OSS,LED
BPN,CGK
SWA,YIW
CDG,BSL
HGH,CAN
TAO,CTU
GRO,FKB
FRA,OPO
WTK,KVL
TAK,HND
KCH,SIN
RHO,HAJ
BOD,CLY
CTS,ICN
TET,JNB
CAI,TIF
TYS,CLT
PEK,JDZ
SHE,BAV
HET,TSN
JFK,IND
DEL,ZRH
AGP,RYG
PMF,AHO
FRA,KTW
IAH,DGO
IAD,GCM
KWE,PVG
EXT,ISC
NAY,HSN
JMK,ATH
LHR,IAD
PHL,MHT
CVG,CUN
JAN,HOU
BUF,ORD
MIA,FRA
MIA,TUL
COR,LIM
NCL,SVG
DFW,DSM
TRO,SYD
ESB,FRA
MEM,ATL
TLS,BCN
GIG,EZE
MAO,PIN
RYG,BZR
FRA,OTP
YTQ,YVP
GDL,CEN
FRU,CEK
JNS,JJU
KBP,FRA
SJU,JFK
AVV,SYD
SJU,STI
CXI,HNL
PMV,MAO
SAW,DXB
LPA,LEJ
BAH,IST
KHI,ISB
KUL,PVG
SFO,MOD
TUN,ORY
PMI,BTS
LIS,MAD
LAX,NAN
BIA,CDG
VER,MTY
CLT,DUB
ACC,LHR
CDG,JNB
EMA,ALC
LPP,BGY
WRO,GRO
SVQ,OVD
BUD,LBA
JFK,ANU
DXB,SVO
MAD,IBZ
BLI,LAS
PEK,CDG
POA,SDU
COS,IAH
KUF,TAS
LBU,MYY
KTN,JNU
JFK,MCO
BTM,SLC
IST,SZG
THE,BSB
KMG,DLU
CEB,BXU
PTY,ATL
RMF,DUS
CTL,ULP
YKS,VVO
IDR,DEL
AQG,HAK
SJC,PDX
CAI,HBE
OKA,TPE
SHE,LHW
CLT,DAY
SJO,FON
RAK,MUC
TAO,XIY
JFK,MBJ
IAD,OMA
ALB,ATL
CPT,PLZ
FNA,CDG
UDI,GRU
JFK,ORD
JNB,WDH
NDR,CGN
MUC,SKG
EWN,CLT
JFK,DTW
MDW,LAS
YYZ,LAX
BHX,LYS
PEK,NRT
ATL,SAT
FYU,BTI
TMT,STM
CBQ,ABV
WNZ,TNA
PRG,MAD
HNL,KIX
ASF,KZN
NST,DMK
ATL,JAX
IBZ,MAD
AMS,LBA
PVG,KWE
HAM,MXP
AGP,CWL
RKS,SLC
MCI,DEN
IST,GYD
HET,SJW
DUS,FUE
NNG,ZUH
XIY,TNA
DAR,NBO
BLR,GAU
SLC,GCC
KRT,CAI
CTA,CPH
HRE,LUN
MAN,CCC
ARI,LPB
BFS,ALC
HAM,IST
NAS,PBI
MCO,PIT
HAM,AYT
KCH,MYY
PIT,TPA
SIN,CAN
MVD,MIA
TZX,SAW
EBL,ESB
STN,ADB
SIN,JNB
TLS,FCO
TLC,PVR
VLN,BLA
LHR,WAW
CGQ,TPE
CDG,PEK
JER,HUY
SAN,HOU
BEG,TXL
NGO,FUK
JNB,TNR
MSP,APN
HGH,LJG
MLA,BCN
EXT,PMI
XMN,PEK
NKG,LHW
SHJ,ODS
HKG,KHV
DXB,TIF
LCA,LGW
SYD,RAR
PMI,BLQ
IAD,ZRH
ORF,DCA
PPT,LAX
LIL,LGG
SCO,IST
MEX,MIA
OTP,SUJ
SDJ,PVG
GYD,CDG
SVO,JFK
VCE,CDG
MAD,GYE
TXL,DBV
DPS,ICN
BPN,DPS
DMM,CMB
HRB,TNA
PUJ,YUL
HNL,TPE
TLV,LHR
OOL,MEL
MDW,SMF
SYD,BKK
SAW,MUC
MUC,AGP
PLU,SJK
VCE,SXF
KHV,VVO
JHB,SZB
GUA,MEX
SVO,TAS
YCU,LHW
CKY,OXB
DLC,CHG
ATL,HSV
PHX,GDL
SPU,HEL
AGB,MRS
KIX,CGK
RBA,ORY
CGO,SHA
CGK,TPE
BKK,HKT
AGP,LIS
BCN,NAP
CEI,BKK
SLC,DEN
LJU,HEL
BOM,IXE
LIM,CUZ
IST,MLA
CSX,KMG
BOM,AMS
VSA,VER
CTU,CAN
FUK,TPE
ATL,MGM
PKU,CGK
LBA,GDN
LPB,POI
MXP,MRS
YCY,YFB
EDI,LHR
IBZ,GVA
VKO,IST
TPE,AMS
BOM,MRU
PSA,AMS
DEN,DSM
YHZ,MCO
FCO,LYS
VIE,MXP
EWR,BNA
HOF,RUH
YWK,ZUM
AUH,MED
LHR,LAX
LAS,MIA
SVO,OVB
AUH,MLE
CAN,PEK
JFK,AMS
MDW,ATL
KIX,NRT
MEX,LAS
KZN,DME
SVO,BCN
AER,LBD
KUF,PRG
FRA,EWR
HFE,LHW
CLT,LYH
SHA,XMN
BOC,PAC
NBO,AMS
ADB,ADA
MTY,ATL
FRA,HAM
LPL,LIG
BNE,SIN
JCB,ERM
LGA,LIT
YOW,YFB
LGW,MCO
CGQ,NKG
AJA,BSL
PHX,LHR
RTM,SAW
MNL,DMM
DXB,NBO
MDT,BOS
SZX,SHA
ABV,BNI
PMR,HLZ
LAS,SLC
HAN,FUK
SVQ,AMS
EWR,BHX
ASE,LAX
ZUH,FOC
HFE,LJG
TPA,LGA
CAE,DCA
BND,ZBR
DLC,FUK
JHG,KMG
BCN,OSL
IAD,CMH
PHX,SOW
PUS,NRT
KRS,AMS
PHL,PUJ
SHA,CAN
SCL,ARI
MKE,TPA
CGN,ZAG
SBP,PHX
MKE,ATL
CTU,FOC
PGD,SBN
NKG,KWE
YYZ,YQM
HYG,KTN
SFO,YYJ
PEN,SZB
UPG,CGK
YUL,VRA
ZNZ,DAR
EUG,SFO
DLM,MAN
OTP,SOF
TGR,ALG
HND,SIN
OTP,BCN
CIU,DTW
